"Control_Participant1"	"Control_Participant10"	"Control_Participant11"	"Control_Participant12"	"Control_Participant13"	"Control_Participant14"	"Control_Participant15"	"Control_Participant16"	"Control_Participant17"	"Control_Participant18"	"Control_Participant19"	"Control_Participant2"	"Control_Participant20"	"Control_Participant21"	"Control_Participant3"	"Control_Participant4"	"Control_Participant5"	"Control_Participant6"	"Control_Participant7"	"Control_Participant8"	"Control_Participant9"	"COVID19_Participant10"	"COVID19_Participant11"	"COVID19_Participant12"	"COVID19_Participant13"	"COVID19_Participant14"	"COVID19_Participant15"	"COVID19_Participant17"	"COVID19_Participant18"	"COVID19_Participant19"	"COVID19_Participant2"	"COVID19_Participant20"	"COVID19_Participant21"	"COVID19_Participant22"	"COVID19_Participant23"	"COVID19_Participant25"	"COVID19_Participant26"	"COVID19_Participant27"	"COVID19_Participant28"	"COVID19_Participant29"	"COVID19_Participant3"	"COVID19_Participant30"	"COVID19_Participant31"	"COVID19_Participant32"	"COVID19_Participant33"	"COVID19_Participant34"	"COVID19_Participant35"	"COVID19_Participant36"	"COVID19_Participant37"	"COVID19_Participant38"	"COVID19_Participant39"	"COVID19_Participant4"	"COVID19_Participant40"	"COVID19_Participant5"	"COVID19_Participant6"	"COVID19_Participant7"	"COVID19_Participant8"	"COVID19_Participant9"
"Control_Participant9"	3278.47636377612	5361.11154548277	8471.88174160129	2143.14003150606	2183.72736400641	2313.82961878226	1988.25640991398	56462.4227312781	14409.5260106609	4563.817631724	2111.24451860114	2142.43544799055	3635.4926913697	3393.3889147089	18817.1431957698	3626.48116164183	6351.88543380031	2035.88985207542	4133.04659306846	2435.64961872491	0	2146.00575153002	4424.74274736508	2251.73116552547	9368.93754512738	4055.29255196489	14351.6112522662	8533.60362873001	2215.90261677412	36034.6217441515	3803.82186753247	12125.7245676428	2273.70052159653	4528.86740167476	2968.08290518592	6203.91417187262	6162.54172148293	2754.25473037931	28062.8949925758	5847.59456617928	2152.57222999312	2459.95425365203	4625.96820106121	9317.9239907785	2009.74940237726	14915.9742026356	2240.46755592829	3187.75000320565	7370.56012479058	2469.07269754119	3794.90876337915	18724.9846299706	3943.52039597966	1894.5924423967	2325.43018695519	3484.15358977305	6108.35893259223	2388.29543077303
"COVID19_Participant10"	2419.2934946049	5397.50661554354	8050.0357796344	919.044757149938	641.484232163078	2109.63709354341	1862.24622304882	56031.8272933205	14754.8283464789	3827.91883187507	431.961437105117	387.969100457594	2518.19365308883	2131.38725663606	19599.8352075126	2724.00979456008	6722.74517543701	448.25888678477	4064.17811842085	1111.08631389984	2146.00575153002	0	4227.01696412949	872.410939021177	8571.90875130155	3545.39369863803	13902.0902501632	7754.54478488548	229.525517570055	35437.9552468796	3153.70828543123	11373.5127685631	553.205123361608	4118.91663028545	1803.8565323806	6926.63336273988	6019.59120628508	1406.77014726522	27651.3947208775	5119.30505563902	659.460309005465	1094.59818633077	3886.8902487415	9624.69976452633	1075.10421756852	14987.2961323475	655.64816948759	2425.19408007507	6736.71998228198	894.807679931638	2994.12336372272	19139.7571420261	2978.84720523731	1203.95322367716	861.206272140559	2984.63126497414	5380.95063194224	1150.45934966278
"COVID19_Participant11"	5148.70084211646	6321.57610684763	9185.81434588547	4402.496872302	4438.36704942964	4819.72377548878	4291.00325753461	58117.7603585409	13658.0503915223	6174.04885060059	4171.09983105668	4169.37859424	5794.46577232683	5395.02383465505	18566.9375543486	5934.13347242265	6321.32005820715	4096.62985052726	3955.09177781106	4053.7970813007	4424.74274736508	4227.01696412949	0	3942.6353230335	9199.79509097015	3915.49056668572	13648.3322619544	8525.03518454987	4279.18016290156	36539.0518312579	4546.0789090278	12020.9030174095	4281.5556238048	3566.67296993837	4535.49778692134	6706.30705902628	7711.89667961101	4572.57449125028	28822.8421359663	6796.71886143334	4274.4982093165	4719.45584190756	5969.06310991825	8725.35424235138	4159.56719047209	16000.6284354772	4169.24547803922	5529.13370838284	8348.99101844641	4317.58795697614	4685.02969570738	18755.1873495761	5501.73056882929	4173.78970886745	4059.84474459731	4268.8566681895	7297.0637172268	4554.61766339906
"COVID19_Participant12"	2741.64044132138	5478.1773972031	7960.12043749996	1199.66789419964	1115.40568858959	2347.83841523983	2005.83319843383	56282.9462382115	14772.5553941148	4017.47773921621	968.623011040409	907.864237836494	2816.59499080463	2438.8245524874	19633.7801096414	3043.54227451707	6711.42843282564	933.823413956025	3885.40094754081	1218.44858889138	2251.73116552547	872.410939021177	3942.6353230335	0	8526.32800334895	3255.30712629683	13677.3941188581	7474.91721193168	883.257126550755	35570.9700190306	3134.91165301315	11076.8743153904	876.601257749324	3907.91216774314	1828.71162392855	6887.83249850488	6147.88911114081	1594.27887542765	27531.9506961387	5043.70394714042	1098.12343402317	1483.85653259325	3997.00829387997	9525.96107902599	1321.17323710302	15160.5797521598	1118.35893352875	2655.35904489537	6970.70852345059	1274.48728506803	3178.83658642198	19214.2952173935	3243.38429566599	1356.96555584535	1156.68314917938	3081.89175934146	5392.21067821537	1335.99685163232
"COVID19_Participant13"	8694.25111721207	9812.46751047426	11196.8211433215	8594.88591973931	8674.65252681917	9581.04745384119	8960.12260447305	58771.2789919444	18315.3660148372	10381.5293335029	8523.5061003058	8608.12730800891	8605.58820426206	8821.96574419436	23603.4239044991	9292.43183681623	11865.1706398527	8661.62833006807	9418.09693317778	8408.95800659303	9368.93754512738	8571.90875130155	9199.79509097015	8526.32800334895	0	8600.03117716638	14429.516304767	9345.14991900956	8531.70653306271	30461.8929275178	9431.16899818373	12455.9011817799	8434.36024117893	9186.88934863157	8756.91512834972	12390.9175563001	12014.2608496531	8372.04163174033	30088.7600780365	10480.1871129925	8684.09317320096	8685.82301832585	7659.11183368844	13796.6135367964	8493.82800059429	19510.641246137	8502.46378252867	8676.53506322967	9397.57000870469	8388.51632794568	8390.38308072063	24189.7926640612	8016.67948186822	8732.56095685177	8723.64685353794	8808.15685657497	8940.2007356281	8685.84318718352
"COVID19_Participant14"	4701.34144463014	6526.5136390407	8444.72500013171	3665.85465571857	3672.58380384228	4486.25751674993	4030.58956097746	57332.5413332387	15106.5845238731	5549.94990960308	3577.73549327033	3538.44856105573	4649.98405821675	4494.37295510654	19862.6488304591	4908.15824130418	7307.83278722041	3495.6512075403	3977.36238715744	3409.16485056487	4055.29255196489	3545.39369863803	3915.49056668572	3255.30712629683	8600.03117716638	0	12593.3534076686	6613.0966718171	3532.02085662752	35717.159154723	4489.04658046082	11050.4343986481	3458.56818526743	3860.14909269942	3821.01764033345	7506.17464832833	7058.2575270626	3603.73346591322	27974.4965381428	6259.92338673678	3522.1184281348	3858.86989481657	5390.73297680011	9730.13626147144	3608.86225906376	16140.8916315433	3611.46610454252	4478.48410906331	8213.59091702113	3709.7134264693	4805.81004731699	19533.0300078605	5021.06248863653	3674.15377962052	3565.93466193777	4563.44283895147	6838.02162931355	3673.52869442455
"COVID19_Participant15"	14530.3245057789	15274.9607857503	15866.6394873988	13969.4735757619	13988.2874992026	14631.448247589	14277.1983007461	60685.1184402192	21101.7760800603	15110.004724917	13934.7401208831	13923.8506155275	14224.5414790674	14314.2660353438	25071.3005526483	14578.8232158016	15677.6676230185	13876.0347419102	12945.273090842	13600.3028438494	14351.6112522662	13902.0902501632	13648.3322619544	13677.3941188581	14429.516304767	12593.3534076686	0	12308.6373969631	13881.5643243054	37567.3683784456	14602.494957998	14885.1537379547	13773.3354743869	12954.2839485468	13905.2973206411	15641.9293104612	15901.2826208646	13948.1773437814	32431.9564758905	14841.268317898	13973.1871623445	14087.4156476926	14526.5663254994	17690.2564306384	13866.2907663041	21760.3098769566	13926.4726721168	13971.1453156945	16117.5365831837	13905.5479465655	14182.0394491329	24597.8249613737	14470.2284633801	14014.3752144424	13872.6960175899	14225.2296014822	15238.1720260973	14028.6574130023
"COVID19_Participant17"	8665.76953244825	10154.5237006239	9679.05407171871	7798.61146791355	7787.21178068879	8666.20548299612	8362.80840901914	57769.5300534728	18810.875647452	8877.21910581917	7834.11958694979	7791.83663294855	7830.71425035311	8020.85069387005	23717.4606698411	8469.25478624758	11920.8311856431	7868.37873183484	9032.32665755624	7688.9943109323	8533.60362873001	7754.54478488548	8525.03518454987	7474.91721193168	9345.14991900956	6613.0966718171	12308.6373969631	0	7696.38190711409	34478.1840645732	8395.43617292078	8649.58835198009	7522.42290338623	8506.36709459309	7614.11436139378	11471.2345442004	10278.3081428	7324.72440015622	26875.2690775246	8142.47289346945	7859.46216374311	7906.63373369802	8235.44102778999	13429.8531611912	7947.15517710602	18925.5092157292	7865.32542156191	7773.09327466794	10882.1391630058	7748.35490445816	8786.766869737	22959.2951788023	8480.94246938058	8064.90190987884	7894.98073440584	8902.00000323392	9076.01393796058	7664.91835065549
"COVID19_Participant18"	2441.03817702705	5441.49628146502	8024.00363193232	904.82093631542	598.50429077988	2148.28347652077	1932.79848669127	55971.1961231359	14859.424369623	3811.94067388267	489.356103668183	441.521289798047	2442.26611219228	2082.81341808741	19702.4916538101	2670.19222796766	6828.87963591006	542.758249815821	4116.88687380256	1120.63055949818	2215.90261677412	229.525517570055	4279.18016290156	883.257126550755	8531.70653306271	3532.02085662752	13881.5643243054	7696.38190711409	0	35390.4118445686	3179.0293145655	11325.9651070656	497.651884198627	4168.39495246331	1754.13533214339	6988.06416617521	5995.90418284872	1367.78241974567	27606.9453583758	5109.98957163424	677.666151445518	1017.31441688296	3862.21937351591	9697.61931977273	1129.24359439268	15004.942055319	702.055812837124	2373.87088494247	6726.39136167588	900.795351814979	3041.50601140454	19221.9333645386	2962.32431521796	1277.18195654199	893.397052061613	3061.02494755158	5364.2410385266	1129.71074724383
"COVID19_Participant19"	35605.8623233578	36114.8989315748	36561.7621412088	35465.4788082559	35453.5563763716	36093.1220466304	35823.0927353882	66530.1887353016	42655.6625752026	36800.4512347953	35449.7555859923	35503.3774206043	34823.0920330738	35457.3507929862	46262.8874048192	35493.1985302995	38158.9932215505	35576.2848942341	36653.00248985	35424.2586088517	36034.6217441515	35437.9552468796	36539.0518312579	35570.9700190306	30461.8929275178	35717.159154723	37567.3683784456	34478.1840645732	35390.4118445686	0	36118.4998404404	36326.6510296243	35344.3457634477	36296.965220628	35526.8000743986	38172.1453076548	37038.0513085382	35097.7711054387	47614.8992040501	36834.8571474439	35457.3571413494	35328.8537005471	34590.0233064447	39476.8098668475	35494.4606870495	42302.9468403027	35479.8767881598	35129.5723926716	34927.939061187	35410.5330028025	35415.2508762177	47454.6827708784	35271.1996532514	35692.9225693717	35628.4358682488	36195.6739843054	35833.8157920635	35505.0933027896
"COVID19_Participant2"	4430.14344695321	6318.76325993932	8546.15216003153	3335.14590628431	3337.71995578261	4024.3905712053	3766.47217979128	56890.8714528651	14797.0332842654	5155.01487838153	3195.60165787234	3167.01816861508	4441.00213896014	4098.87867310223	19804.9854734429	4637.04927235562	7365.06843688808	3155.31320816159	5283.06985431313	3584.25106553262	3803.82186753247	3153.70828543123	4546.0789090278	3134.91165301315	9431.16899818373	4489.04658046082	14602.494957998	8395.43617292078	3179.0293145655	36118.4998404404	0	11750.8560960402	3195.14789690928	4930.77757684375	3302.44208333891	7170.84058411552	6199.69906600085	3090.88391263408	26524.0824884291	5058.97100647176	3265.03655164043	3533.46088209829	5209.15491076523	9233.97221256263	3266.90181374123	15797.1845167215	3190.4153515341	4297.00315521754	7645.34935206465	3408.04247822114	4068.4971196547	19012.4283049365	4868.0986259495	3124.76562214836	3138.44937245216	4337.70574440323	5994.3719064186	3162.71932536805
"COVID19_Participant20"	12086.5517346565	13641.4730474483	12835.8378072687	11436.6359816856	11397.4207298619	12170.1954375164	12017.9012400934	57888.6048119727	21546.424714308	12018.3354395116	11448.3460406231	11433.7537001352	11266.3252605191	11186.5749100478	26375.8990799358	11607.935746325	15222.2176272331	11509.9980737812	12642.7728582218	11318.7815348467	12125.7245676428	11373.5127685631	12020.9030174095	11076.8743153904	12455.9011817799	11050.4343986481	14885.1537379547	8649.58835198009	11325.9651070656	36326.6510296243	11750.8560960402	0	11170.197190716	11865.234073054	10833.9425631012	14925.4152390331	12973.4826695459	11189.3023671368	25745.2181481863	11003.5355114553	11474.0098885995	11435.1577778863	11978.9600685907	16303.484689226	11623.4726002192	21662.4628591338	11515.0598379571	11495.8668751366	14083.0293497799	11375.3176529416	12373.6774520006	24753.6645537229	12027.7348210402	11690.6934915964	11556.3853477847	12063.3416165859	11749.6080075755	11280.9274818479
"COVID19_Participant21"	2543.524203473	5472.48446921076	7960.90127972505	933.451633600905	738.07897574456	2246.0479292851	2004.51881291298	56007.0037135185	15010.5794202661	3898.90493274178	719.365452874723	693.640026002121	2402.92849725601	2159.027548412	19852.971040033	2698.11920386249	6961.05803843207	789.34009738148	4189.89932058126	1237.10707959513	2273.70052159653	553.205123361608	4281.5556238048	876.601257749324	8434.36024117893	3458.56818526743	13773.3354743869	7522.42290338623	497.651884198627	35344.3457634477	3195.14789690928	11170.197190716	0	4223.6677492286	1679.53947172897	7095.24757324815	6040.90022475142	1332.91093479143	27514.6136291648	5068.43897327563	877.380770547464	1060.91791382081	3809.06311768239	9736.40282152473	1162.38036394802	15094.5795954372	909.721586780998	2266.30034660918	6771.56758415611	1042.96766327201	3116.45755759648	19377.8518281361	2994.84274728375	1323.69149183714	1094.94935710304	3155.50923485373	5268.8694118681	1091.07678887111
"COVID19_Participant22"	4946.80604465504	6273.70067423822	9459.36532581369	4382.40047765922	4342.67715865108	4894.38263982771	4388.84327568516	57918.0712360777	13675.3067664385	6202.81152130581	4110.1595541567	4087.8514529192	5628.45753348109	5178.64758523474	18542.0851366686	5710.1983537243	6244.85533481931	3960.27900926962	3212.69974186658	3789.37949787801	4528.86740167476	4118.91663028545	3566.67296993837	3907.91216774314	9186.88934863157	3860.14909269942	12954.2839485468	8506.36709459309	4168.39495246331	36296.965220628	4930.77757684375	11865.234073054	4223.6677492286	0	4705.62626222129	7214.03556346905	7958.37165147102	4551.75604554272	29046.8707432741	6898.84467358907	4161.58835175755	4648.46829104507	6070.54397194832	8992.13627517123	4117.85665945846	15570.2278161403	4046.47200254612	5553.32894508394	8255.21516939172	4229.06995883973	4605.45117436691	18802.6616375008	5425.97120623811	4202.52885483673	4028.17510699998	4401.36775732082	7544.99887456707	4577.32327473335
"COVID19_Participant23"	3429.73321778182	6172.9270619779	8309.96115579069	1956.43504919223	1779.77422367995	2895.4350953229	2901.50081185232	55638.477999046	15585.489794347	4267.81397599745	1920.53012982333	1910.97246245548	2715.51794183431	2679.55932422143	20420.4879863663	2940.6936476639	7658.95869042166	1989.75219186608	4865.39484312795	2237.48886545469	2968.08290518592	1803.8565323806	4535.49778692134	1828.71162392855	8756.91512834972	3821.01764033345	13905.2973206411	7614.11436139378	1754.13533214339	35526.8000743986	3302.44208333891	10833.9425631012	1679.53947172897	4705.62626222129	0	7179.09856579809	5771.55142101535	2073.52619301073	27057.0062938024	4919.10275551445	1901.61759700718	1771.93290915645	4470.35890262642	10165.5836671342	2189.5359892628	15493.9922919581	2062.7657140795	2797.12126656363	6972.99002682481	2197.67404091219	3536.671212902	19787.4099767674	3743.28384127832	2151.41541275925	1943.40876976272	3959.05603955832	5283.99949758545	1873.06089736961
"COVID19_Participant25"	7537.90568281542	8049.51590607056	11175.386484413	6997.32969897006	7102.00509538295	6886.32445786128	6570.19758434051	59006.687125785	13133.2057437355	8524.18298668081	6887.39436490515	6874.95613045391	8264.77928120231	7991.03359905497	16600.9084490999	8250.82400014814	7229.54571008044	6743.14862244799	6668.90679203457	7029.73750210953	6203.91417187262	6926.63336273988	6706.30705902628	6887.83249850488	12390.9175563001	7506.17464832833	15641.9293104612	11471.2345442004	6988.06416617521	38172.1453076548	7170.84058411552	14925.4152390331	7095.24757324815	7214.03556346905	7179.09856579809	0	9184.02172643699	7313.16683275938	29755.1606651271	8476.19557458677	6887.21850073669	7345.43273971966	8547.44767502177	10065.6055249277	6670.03710182815	15479.2086447369	6833.41194966738	7752.49505018325	10015.3978511947	7105.19390269703	6772.06215334402	18194.2791751988	8085.77890154374	6484.8476353546	6535.53390444584	7105.87168594291	9441.04808801677	7146.24988204273
"COVID19_Participant26"	6920.04453175966	9140.10582184071	10348.2940451267	6069.24063630314	5941.07374967128	6121.67569798939	6526.36422525834	54648.4054576542	17256.9248087658	6750.55344448972	6060.04925116288	6073.74119752875	6150.38842696223	5923.51855193456	21392.5701183031	5710.36306032482	9914.04253318688	6097.26812396258	8009.57646868479	6346.83368129598	6162.54172148293	6019.59120628508	7711.89667961101	6147.88911114081	12014.2608496531	7058.2575270626	15901.2826208646	10278.3081428	5995.90418284872	37038.0513085382	6199.69906600085	12973.4826695459	6040.90022475142	7958.37165147102	5771.55142101535	9184.02172643699	0	6158.52673753654	26800.6396976001	8087.93067717105	5888.41090701868	5695.27519111237	7999.50482709983	12028.0571223767	6208.29042571726	16796.6015543518	6205.76585941169	6201.46599974747	9455.79080867073	6349.54375329133	7425.30916211175	19330.2868234028	7463.51709593127	6174.50448232187	6187.89221725931	7278.34425924779	9024.88988771669	5852.58963823667
"COVID19_Participant27"	2923.7393892549	5496.55792920324	7924.09077896626	1590.37266756543	1525.97896223345	2725.80423424344	2485.58893111891	56133.6491329308	15252.3924511823	4207.59360110673	1519.1832446346	1476.76789644065	2662.09969985479	2596.30790438691	20122.5627282048	3106.0288206432	7284.20259697037	1566.67493897588	4629.9952181718	1953.00062137856	2754.25473037931	1406.77014726522	4572.57449125028	1594.27887542765	8372.04163174033	3603.73346591322	13948.1773437814	7324.72440015622	1367.78241974567	35097.7711054387	3090.88391263408	11189.3023671368	1332.91093479143	4551.75604554272	2073.52619301073	7313.16683275938	6158.52673753654	0	27204.0318045343	4940.95246242786	1582.48645552814	1688.71635725437	3550.59594836606	9825.86454470563	1757.70398233303	15427.3948151779	1546.50623015892	2696.04853915681	6741.87043560592	1677.439118443	3294.58873305603	19683.3628329521	3291.38544477762	1877.57836798495	1725.05881639379	3597.69823425102	5224.05223733545	1562.41206214505
"COVID19_Participant28"	28428.0494239691	29624.9278146269	28055.470392196	27648.3664466785	27623.7139033079	28132.428802319	28270.7711660289	61834.696368267	35574.9130298193	27369.5510655876	27751.8085145708	27716.7870743618	27587.6855053345	27503.8620351831	39686.0895147291	27626.6566635722	30951.4993097146	27780.8704924647	29425.8477254308	27999.7560065407	28062.8949925758	27651.3947208775	28822.8421359663	27531.9506961387	30088.7600780365	27974.4965381428	32431.9564758905	26875.2690775246	27606.9453583758	47614.8992040501	26524.0824884291	25745.2181481863	27514.6136291648	29046.8707432741	27057.0062938024	29755.1606651271	26800.6396976001	27204.0318045343	0	25097.686808746	27726.8661871452	27607.926293125	28264.8565843785	30722.2133523474	27886.6596795062	33643.9114231755	27803.7869355305	27677.5478767402	29674.4352013847	27820.585370476	28595.3524991018	35699.8188440696	28464.3267194431	27783.8111254782	27768.5005877759	28798.8618084323	26882.6479443921	27168.6958401012
"COVID19_Participant29"	6048.36633887938	7962.06463123706	8995.68690729691	5181.53416238149	5222.98036281121	5927.30465539439	5772.29703226517	57236.2855880181	15901.2074722332	5891.57216654491	5233.44099896823	5150.93399958544	5917.1535183036	5452.64451871325	21032.4968754793	6089.67006265416	9182.61413106332	5179.90686532603	7123.96265993696	5399.62404902754	5847.59456617928	5119.30505563902	6796.71886143334	5043.70394714042	10480.1871129925	6259.92338673678	14841.268317898	8142.47289346945	5109.98957163424	36834.8571474439	5058.97100647176	11003.5355114553	5068.43897327563	6898.84467358907	4919.10275551445	8476.19557458677	8087.93067717105	4940.95246242786	25097.686808746	0	5270.66197863939	5404.84084627721	6535.22671488799	10744.7732849387	5387.47500370935	16182.3798163652	5208.56712473446	5757.39000760027	8991.27626028224	5183.79441138002	5935.22986048029	19670.8073133573	6256.05694506268	5189.5458425998	4987.02959921312	6096.94715786388	5556.43457900987	4932.18633678817
"COVID19_Participant3"	2468.70523634528	5499.09469675633	8137.5591134967	1112.36403571132	841.645962578319	2150.71450483239	1962.46683319248	55998.103395401	14800.772999762	3894.40027681635	770.869735903017	750.03772289983	2477.74104757578	2173.49393601091	19552.7735435458	2617.18467308794	6745.18395150015	743.348177401643	4037.93633489741	1273.24929621409	2152.57222999312	659.460309005465	4274.4982093165	1098.12343402317	8684.09317320096	3522.1184281348	13973.1871623445	7859.46216374311	677.666151445518	35457.3571413494	3265.03655164043	11474.0098885995	877.380770547464	4161.58835175755	1901.61759700718	6887.21850073669	5888.41090701868	1582.48645552814	27726.8661871452	5270.66197863939	0	1164.92514887726	4043.32657527157	9664.56303642455	1239.60850135642	14954.4599903099	947.749554665108	2449.97111337956	6767.78669686728	1204.3321858335	3146.1222600147	19097.3295059712	3103.92062048752	1325.96432786805	1062.61279534436	3067.17418286663	5514.52387739046	1286.567140518
"COVID19_Participant30"	2658.45346296042	5747.48337152099	8145.85739022709	1256.3654554067	915.997537928928	2199.70558389875	2321.41218901186	55404.3161073958	15390.2605822062	3797.68169793165	1213.44761643799	1219.82494120805	2195.99504577671	2041.97325805163	20115.7094701919	2264.04097497436	7289.17633889604	1321.5272437626	4561.18850885536	1670.98728692245	2459.95425365203	1094.59818633077	4719.45584190756	1483.85653259325	8685.82301832585	3858.86989481657	14087.4156476926	7906.63373369802	1017.31441688296	35328.8537005471	3533.46088209829	11435.1577778863	1060.91791382081	4648.46829104507	1771.93290915645	7345.43273971966	5695.27519111237	1688.71635725437	27607.926293125	5404.84084627721	1164.92514887726	0	4029.76018073335	10034.8790975278	1643.94561926164	15023.0854620893	1430.87743425112	2204.60984342398	6805.41734080951	1525.47425098595	3509.67004820677	19503.9833183138	3140.10169771957	1751.237696172	1536.16720420628	3520.35823999811	5477.57088130439	1408.19179540371
"COVID19_Participant31"	3675.2428657472	4479.58119395564	7072.47729279296	3645.22076527447	4000.29065653828	4389.51166987975	3901.20492605598	57076.3600669574	15536.6708045564	5825.14069470702	3836.62512074493	3836.11620956321	4479.90592229923	4267.79150836416	20274.7296832931	5057.76878646464	8195.64539857397	3973.44599741879	5965.71519542823	4015.47927116326	4625.96820106121	3886.8902487415	5969.06310991825	3997.00829387997	7659.11183368844	5390.73297680011	14526.5663254994	8235.44102778999	3862.21937351591	34590.0233064447	5209.15491076523	11978.9600685907	3809.06311768239	6070.54397194832	4470.35890262642	8547.44767502177	7999.50482709983	3550.59594836606	28264.8565843785	6535.22671488799	4043.32657527157	4029.76018073335	0	10009.4971040586	3750.66434909701	16367.2558753743	3728.63318717656	4437.18970081523	6478.35541472347	3416.48174064481	4266.86146503479	20782.3607099351	3586.68781927484	3977.89399978814	4057.90350484277	4516.15600392954	5522.39719376487	3771.94396426891
"COVID19_Participant32"	9927.65246089298	9354.47286589299	9938.73979504212	9481.78939714191	9861.82337886026	9609.48840725117	8850.94225203943	61151.9309651909	13306.0524813375	10680.9551091818	9596.84091834273	9441.78611406417	10974.4538955406	10317.7221067359	18036.6909785947	10962.7011768286	8543.93341979689	9474.38906213692	9165.63182457134	9682.39506600055	9317.9239907785	9624.69976452633	8725.35424235138	9525.96107902599	13796.6135367964	9730.13626147144	17690.2564306384	13429.8531611912	9697.61931977273	39476.8098668475	9233.97221256263	16303.484689226	9736.40282152473	8992.13627517123	10165.5836671342	10065.6055249277	12028.0571223767	9825.86454470563	30722.2133523474	10744.7732849387	9664.56303642455	10034.8790975278	10009.4971040586	0	9408.13431740505	18153.2110509204	9587.84623208756	10716.0462143371	12612.2239098775	9544.03152728504	9607.40147194041	18791.8758718979	10442.2051812403	9200.28861025544	9433.43104546395	8728.945713102	11237.9482287387	9798.91906230031
"COVID19_Participant33"	2525.08462459014	5079.73869000071	8118.92317241133	1297.4308905396	1354.53549107355	2312.45811000465	1745.05339163945	56426.3562948931	14528.6759445604	4286.32796202528	1030.67635365783	1096.42722421213	2910.29099024924	2631.183202351	19337.7043987816	3135.41090225752	6515.52099756452	1041.91469120178	3967.82225663947	1556.29668861605	2009.74940237726	1075.10421756852	4159.56719047209	1321.17323710302	8493.82800059429	3608.86225906376	13866.2907663041	7947.15517710602	1129.24359439268	35494.4606870495	3266.90181374123	11623.4726002192	1162.38036394802	4117.85665945846	2189.5359892628	6670.03710182815	6208.29042571726	1757.70398233303	27886.6596795062	5387.47500370935	1239.60850135642	1643.94561926164	3750.66434909701	9408.13431740505	0	15056.1699851395	1091.60861104433	2641.77141884995	6583.04422231595	1347.78053380783	2799.07843562078	19142.5274495939	2971.48608984123	1133.57378354224	1353.93786191263	2894.93784117183	5411.8187814494	1535.72283817045
"COVID19_Participant34"	14846.5052318154	16132.8576947464	18367.2055601593	15047.5797869876	14849.229934604	14507.2080798603	15096.4694643436	57644.876406104	18953.2014349055	14960.0186373248	14999.9765311135	14987.9735245686	14956.4211571041	15230.9159690546	21251.1499672092	14680.0415836985	15323.4096469193	14893.2404620469	14774.0152177432	14979.3285101413	14915.9742026356	14987.2961323475	16000.6284354772	15160.5797521598	19510.641246137	16140.8916315433	21760.3098769566	18925.5092157292	15004.942055319	42302.9468403027	15797.1845167215	21662.4628591338	15094.5795954372	15570.2278161403	15493.9922919581	15479.2086447369	16796.6015543518	15427.3948151779	33643.9114231755	16182.3798163652	14954.4599903099	15023.0854620893	16367.2558753743	18153.2110509204	15056.1699851395	0	14913.9985218206	14878.0571290046	16044.6863640435	15070.0687913975	15171.1001316866	23390.7393194119	14699.3387469974	15120.2437188624	14919.9835339974	15292.7035580783	16125.5624762023	15224.6994509953
"COVID19_Participant35"	2208.60389149445	5072.89202749502	8141.13684357236	1186.97218081189	1009.99461310723	2196.56323426852	1932.48033997565	56271.4190240088	14549.7114041239	3982.9172784304	681.308681779549	730.903141336125	2740.48273320255	2333.21826032984	19324.1712696273	2969.23102257449	6579.33615706813	666.997326906373	3955.39700766845	1242.48053744231	2240.46755592829	655.64816948759	4169.24547803922	1118.35893352875	8502.46378252867	3611.46610454252	13926.4726721168	7865.32542156191	702.055812837124	35479.8767881598	3190.4153515341	11515.0598379571	909.721586780998	4046.47200254612	2062.7657140795	6833.41194966738	6205.76585941169	1546.50623015892	27803.7869355305	5208.56712473446	947.749554665108	1430.87743425112	3728.63318717656	9587.84623208756	1091.60861104433	14913.9985218206	0	2629.89111171328	6520.65925503163	880.698693870356	2725.19806530394	19101.4572585923	2824.62709607483	1316.20905110494	962.614751762971	2885.13587352135	5362.35354629817	1334.13331376029
"COVID19_Participant36"	3348.7949176212	6339.49828052628	8255.23865287436	2391.942438626	2254.83460601931	3063.12400553326	3130.46938275344	55438.2750896464	16003.0798330989	4268.67205147616	2476.54118463791	2516.93218969741	2292.53546673271	2797.17645733053	20680.5429724258	2796.10765872492	8002.27716456723	2585.85132268819	5302.73602063728	2667.73220253061	3187.75000320565	2425.19408007507	5529.13370838284	2655.35904489537	8676.53506322967	4478.48410906331	13971.1453156945	7773.09327466794	2373.87088494247	35129.5723926716	4297.00315521754	11495.8668751366	2266.30034660918	5553.32894508394	2797.12126656363	7752.49505018325	6201.46599974747	2696.04853915681	27677.5478767402	5757.39000760027	2449.97111337956	2204.60984342398	4437.18970081523	10716.0462143371	2641.77141884995	14878.0571290046	2629.89111171328	0	6985.6780973702	2602.62886110201	4191.88711814128	20024.8461777207	3437.67752848998	2744.7260323258	2752.32592606596	4209.7687477467	5449.20243618767	2439.48842242056
