"Control_Participant1"	"Control_Participant10"	"Control_Participant11"	"Control_Participant12"	"Control_Participant13"	"Control_Participant14"	"Control_Participant15"	"Control_Participant16"	"Control_Participant17"	"Control_Participant18"	"Control_Participant19"	"Control_Participant2"	"Control_Participant20"	"Control_Participant21"	"Control_Participant3"	"Control_Participant4"	"Control_Participant5"	"Control_Participant6"	"Control_Participant7"	"Control_Participant8"	"Control_Participant9"	"COVID19_Participant10"	"COVID19_Participant11"	"COVID19_Participant12"	"COVID19_Participant13"	"COVID19_Participant14"	"COVID19_Participant15"	"COVID19_Participant17"	"COVID19_Participant18"	"COVID19_Participant19"	"COVID19_Participant2"	"COVID19_Participant20"	"COVID19_Participant21"	"COVID19_Participant22"	"COVID19_Participant23"	"COVID19_Participant25"	"COVID19_Participant26"	"COVID19_Participant27"	"COVID19_Participant28"	"COVID19_Participant29"	"COVID19_Participant3"	"COVID19_Participant30"	"COVID19_Participant31"	"COVID19_Participant32"	"COVID19_Participant33"	"COVID19_Participant34"	"COVID19_Participant35"	"COVID19_Participant36"	"COVID19_Participant37"	"COVID19_Participant38"	"COVID19_Participant39"	"COVID19_Participant4"	"COVID19_Participant40"	"COVID19_Participant5"	"COVID19_Participant6"	"COVID19_Participant7"	"COVID19_Participant8"	"COVID19_Participant9"
"COVID19_Participant12"	8502.63476811747	16208.9747979322	25708.767920692	3569.37319427375	6608.10615834825	4732.79653059373	3170.75700740375	129783.975474632	51765.3184574383	15501.2688835463	6714.48337550999	7226.90929789492	4854.91184265997	8646.5320793946	66286.418005501	6760.07189310883	19151.475582837	6999.55641451657	17897.904011364	6001.92860670635	6959.1623059101	7940.8636180204	32710.7692205488	0	60451.4912884703	26636.3297584333	67272.4101099403	24013.056365236	7837.30840276175	123095.924501992	17780.8324045867	30719.5464810274	3518.09877632792	11037.5306568091	9533.23093185096	24096.3884638342	41022.0764710905	5155.73845341286	97266.8478362489	13677.8218660721	3481.98334286653	7225.34912651285	10522.4507601604	70867.843137773	3449.21991180615	67370.1110137129	7391.53062633173	7288.50855799731	23002.0090644274	7385.81099135362	6984.58581449179	110059.667108346	5634.84241128357	3627.12062109878	6985.38302457353	20345.0300319267	21077.4835072881	3160.43193250543
"COVID19_Participant13"	59969.3251837971	47914.1031743264	38911.7956794595	63376.0420821622	66719.3237225918	58249.8239482318	59504.4914019102	127475.713628126	53559.250162787	57556.3239444633	66812.0571154638	67369.2108533268	62575.1900196875	66027.6567659341	49641.4674944245	62902.3090911614	53518.510648186	67053.6313036065	47928.9606083837	64919.3704220859	55187.4367496806	68096.109360227	30680.096349262	60451.4912884703	0	36326.3519225369	40720.3034247045	48141.5465995849	67994.8275238639	67704.7495675156	45895.1787446133	48760.3478761175	63508.8918498819	56647.0237876625	52655.2382864231	47709.198232626	36598.2916951051	64854.3836452094	81605.69035919	58597.0506083711	63252.8144116924	56842.0290893983	51714.0370209095	25837.4886550531	58439.4732094669	62522.827327305	67290.2588195349	54695.3355049587	47666.9656680599	67077.4038480918	60767.1610987382	76850.421059354	58942.3595218244	58249.9623605029	66718.909950628	42455.7145505761	44114.2656518274	59178.1104716938
"COVID19_Participant14"	26865.5303130238	16229.7777249105	13530.363224984	29765.742423128	32888.5487670101	24555.4993433243	25851.7251842116	124771.165286696	41571.0448028432	25612.2539031613	33034.8545327507	33531.7278260456	28955.693015364	32613.3696817731	49337.448018721	29248.9302881319	22019.9861035378	33156.4257271498	14466.2347900205	31111.5772020642	21424.069711425	34280.9853417314	10916.5745543188	26636.3297584333	36326.3519225369	0	46204.8246073935	18531.1747873684	34189.851973941	100729.213806125	14397.0929704576	25145.1481801162	29823.2068362877	23079.460348977	19896.2695247124	18779.4279998087	25226.3317388795	30913.8618745701	84944.4262856604	26305.6921976974	29294.6292517929	24099.4358232719	19757.0338107723	47465.2126930871	24970.6737794558	56616.7453409325	33471.8341893599	21364.4459792432	20221.7214400753	33394.4306883648	27396.6362533797	90786.6541018007	25749.488655117	24772.8600084851	32786.0676965079	11671.155041383	15445.091971238	25696.2078330636
"COVID19_Participant15"	64512.7764865224	56766.833468144	52015.1487741792	70368.9943867326	72315.4842962418	65463.2987482299	66965.2053382949	120143.183035909	48734.4191614099	60356.4010109947	72489.0628922736	72922.5449501044	68085.5522339358	70492.0491048459	46772.5145357827	68156.263996789	56513.2619391236	72340.1681778526	51337.7138369055	69623.1184521348	63331.754720677	73592.6805939286	47547.0692787684	67272.4101099403	40720.3034247045	46204.8246073935	0	47433.7435587789	73544.8456861526	88416.8605018296	55642.2888907349	47377.3975857687	70324.746633031	60226.112451328	63027.9581773041	53621.6103730576	47879.6924384441	70319.06169027	77774.4201264143	61832.9906684126	69195.3213013712	66596.804953391	61630.5451541685	55244.6508451271	66659.7491444425	50518.7265674819	72488.5910954269	62167.7590958529	51494.5863271082	72327.0652384016	65898.9855232992	67205.5480745451	64752.8231739744	66596.9738351526	71697.4277641813	52655.6677955944	52100.6861279197	67215.7128207386
"COVID19_Participant17"	22186.9037948065	18974.8432404592	20804.4916304148	26942.6924972246	28494.5683069598	22868.4395401173	24025.2976672507	122406.841802246	40331.443651325	19780.2809636264	28722.4140524434	29064.8321859941	24579.184506407	26902.77567464	53939.4429707983	25051.6803029258	20142.8462487306	28570.9059709348	14731.5485947676	26049.7509585025	21747.0265093874	29725.8772957166	26803.1800165577	24013.056365236	48141.5465995849	18531.1747873684	47433.7435587789	0	29680.6390935236	110801.437765942	19017.4131521614	15928.1587762051	26807.339871759	19189.364632525	22536.9723343665	21817.0415272099	32566.1786520924	26335.0934496159	83871.4762240417	19511.3492357653	25729.5053197686	25135.757000735	21148.8194942413	61484.2595547836	24242.9295259463	53513.6149218122	28717.3795636022	20298.0507684851	17618.5364602171	28544.4125881056	23274.463194669	94021.2355587822	22002.0290200699	24189.3686564987	27934.7056186386	18872.2192388707	16820.0609095211	24342.0570207203
"COVID19_Participant18"	11643.3404571025	23049.9116050366	32911.3654077129	5055.56623930495	1647.63163358804	11047.709717403	9298.81739792755	131991.835842222	56414.9026233317	19231.983309061	1408.27838157092	994.943717001118	6902.3007758283	6532.90884675425	72113.9564370171	8194.31321100188	24053.5923304607	1607.59540929924	24436.5585342945	4558.48593285095	14137.5171441099	369.553784989411	40328.1287192947	7837.30840276175	67994.8275238639	34189.851973941	73544.8456861526	29680.6390935236	0	130120.349722862	24864.1395588104	35800.7032193503	4836.36557757993	15666.1504524883	16780.6752247935	30205.4699350962	47540.6032250328	4018.60572835903	102018.661229208	17272.9040407223	5167.70422915244	13204.1214399141	17438.3219662902	78443.8565089708	10232.1417601595	71812.8700234157	1869.54860862188	14283.4113572354	28603.9323170784	2263.53771782138	10099.6911833976	115939.669324179	10398.8351270707	10515.5455873673	2883.75154963114	27604.8219700834	27956.8414882654	9565.95991001426
"COVID19_Participant19"	122883.188284647	111643.312844971	102773.415633616	125648.502585586	128881.021062063	120916.867433787	122188.455334373	153220.75804864	111838.675716409	121045.83840017	129055.132249748	129599.706176364	124797.665683297	128326.315687781	100638.338266289	125118.196482366	117284.199438799	129373.997669547	112046.597480691	127435.469654253	118035.799531329	130243.875011457	95155.5120631485	123095.924501992	67704.7495675156	100729.213806125	88416.8605018296	110801.437765942	130120.349722862	0	109722.922582294	110690.254074151	125778.417369595	120027.591927856	115323.527950718	110975.41968382	95110.0053359267	127263.053530866	117563.818519985	122186.525419131	125644.025265828	118842.045114513	114630.851680514	70337.3353490165	120988.474951129	112083.246281503	129644.508522344	117340.770416765	110929.072780764	129412.037063791	123865.38292033	100992.812006598	121942.034762423	120847.074101941	129165.39418513	106762.197364048	108298.757647537	121627.947507964
"COVID19_Participant2"	17857.4138945145	11035.4258186986	15342.7035753155	20734.5943775132	23663.6847088529	15975.6955404139	17158.875866443	125858.058323653	42408.8342447656	17093.8646303286	23689.6900781754	24189.9993179	19884.2835928278	23135.2309692382	54898.3872896099	20510.7353598061	17195.6823069048	23836.091143474	13259.6920401644	22109.3712257947	13773.7388170387	24916.743727863	18633.092335949	17780.8324045867	45895.1787446133	14397.0929704576	55642.2888907349	19017.4131521614	24864.1395588104	109722.922582294	0	24561.5168709101	20752.1066882377	15763.6630895233	12413.8537529649	17391.6596677833	28147.558988303	21586.5101394366	85629.7929986988	17241.4833468585	20329.6592937511	16393.2035612323	12698.6772145763	56229.7048187166	16328.1555296365	58141.4127709329	23999.3631998851	13274.1717632401	15435.3444406013	23997.762083161	17546.7219730638	95849.094794891	16905.6307187872	16134.9377129259	23379.4914615353	9271.19161704686	10581.9415042798	16854.5158043772
"COVID19_Participant20"	27792.5261176454	25931.4746206227	25888.7247658126	33502.0075667116	34751.6951385109	29891.7389758441	30978.1983336669	120295.501403835	40423.3297119374	23797.1670372757	34867.1962595216	35237.290588239	30891.174257383	31928.2814914928	54685.4498015697	30985.8952105631	26256.3976775185	34749.8394240894	22251.1149832992	32228.4233402753	29036.05872015	35824.3486891248	31066.3738308802	30719.5464810274	48760.3478761175	25145.1481801162	47377.3975857687	15928.1587762051	35800.7032193503	110690.254074151	24561.5168709101	0	33368.1559124864	25391.8298867963	29345.3230345144	28257.8820331602	32091.9966035147	32805.6088649487	77779.5028140448	24487.1490990683	32206.5353926808	32068.0724709172	28269.799468691	63274.9270959675	31275.0302317999	52631.5965176813	34805.1324807132	27407.5750295425	21067.9733007235	34564.6518281322	29683.3267845772	90303.7615827824	28525.2577727178	31177.0782146115	34141.0663863916	24407.5691333652	21249.0519082617	31140.7909340787
"COVID19_Participant21"	10002.542726727	19110.1473306723	28587.3007645003	990.12423462917	3801.70461766824	7057.36763956647	5148.43306259293	130943.281419858	54375.9045901767	17425.2767553345	3898.7210723518	4400.16556506684	4763.66224663336	7566.76892735598	69203.8980477256	6708.50974509242	21707.2795623957	4437.07121872075	21028.3772792862	4902.19644649212	9726.26531614268	4987.22147091945	35820.0804577544	3518.09877632792	63508.8918498819	29823.2068362877	70324.746633031	26807.339871759	4836.36557757993	125778.417369595	20752.1066882377	33368.1559124864	0	13395.2272843726	12038.8857873144	26844.5278222583	43743.6246211948	3350.28148071173	99627.0878476331	15550.2738239556	2530.11758620029	8751.22659974018	13059.9661178734	73817.7645015074	5535.18915665942	69853.3479870507	4913.21646174886	9970.22547387972	25766.2362404756	4966.83390098763	8222.50922772361	113034.378580147	7552.00768008084	5847.94006467235	4942.6684088658	23438.8003105961	24135.7047960071	4938.54806598053
"COVID19_Participant22"	8141.95375815903	13800.7813909213	24645.7079630511	13416.8815303706	14625.0137777713	10895.9316260703	11041.8872028291	127909.002361054	43711.4286886164	13218.0208806008	14589.1258134269	14911.8012661113	12234.8562721431	13721.0342904608	58997.2375370237	12593.9349291633	12138.9172499033	14275.9127554073	11501.1853736908	11789.5609757107	11480.345073211	15630.7704864476	29542.7701477028	11037.5306568091	56647.0237876625	23079.460348977	60226.112451328	19189.364632525	15666.1504524883	120027.591927856	15763.6630895233	25391.8298867963	13395.2272843726	0	14406.2202884726	20996.9376814811	38358.7366710636	13132.6031692121	93813.2796942949	12374.651591055	12033.2823036776	14625.6846335479	13492.9197359208	68022.9150948414	11940.443333478	60538.2415750573	14422.6935071089	11586.6530974221	17720.2781016552	14414.8899752998	9009.5635854352	102791.198198095	8938.30487284921	11995.9184308664	13642.828702289	16989.8776334616	18467.1028588677	12446.3595079043
"COVID19_Participant23"	14307.8885234684	12461.3094015035	19157.7953324489	11951.3207219955	15572.9947986892	8201.92605428749	8961.92970291555	128030.902746173	50542.8352489252	17891.2365978431	15735.8108466008	16279.417864285	12476.2408200547	16881.3342778348	62695.7027873522	13390.8621828469	19894.0536090562	16172.1522995549	15827.8311843411	15130.3650649943	5721.91786029824	16922.5547421186	25082.227233641	9533.23093185096	52655.2382864231	19896.2695247124	63027.9581773041	22536.9723343665	16780.6752247935	115323.527950718	12413.8537529649	29345.3230345144	12038.8857873144	14406.2202884726	0	20339.6589696091	34594.239780634	14044.1947081347	93624.162297988	16651.6925566142	12414.1307387992	5982.93757279817	6889.70812153897	62560.819088308	7132.79818864939	65600.5875431006	16550.3427456956	6330.69387982076	21210.7775670766	16527.5480335106	13207.2104170411	105929.079161484	11284.6552893742	6877.63840282404	16145.9395514786	14856.7510916755	16730.7044382477	7696.53597406002
"COVID19_Participant25"	23614.7496493188	17111.8688926721	21453.6667961447	26754.8304423706	29062.5422494317	21918.66966766	23124.2701290225	126256.858146399	39540.0214719213	23220.1267869062	29133.8768446632	29524.7122424589	26002.7096280368	28855.2096509452	49527.752129488	26265.5903607743	18480.8795245248	29090.100120144	15938.1686840113	27313.265128871	19777.2250581319	30241.1910810404	22712.6565597246	24096.3884638342	47709.198232626	18779.4279998087	53621.6103730576	21817.0415272099	30205.4699350962	110975.41968382	17391.6596677833	28257.8820331602	26844.5278222583	20996.9376814811	20339.6589696091	0	31380.4574695781	27372.9912139686	85638.3106150512	21107.4746949985	26063.9712054783	22034.4641641225	20676.9762537949	56519.9092709817	23072.1351200967	54551.9503317709	29277.19993442	20732.0934784696	20169.7012372519	29408.6068184129	23386.6325921455	94004.9416201085	23106.0053665708	22765.5263721268	28345.350253613	16876.4524708245	18975.9297532427	23808.3033624826
"COVID19_Participant26"	39808.0884494596	31810.8962778479	27155.2415934751	43707.1490376574	46234.6137758282	38400.80982219	40269.1241523826	114496.829929916	45283.2952312439	36432.2558318861	46414.6833986832	46959.2874307096	41576.5538615215	44231.4369764311	50137.0980412708	41093.5716140615	36179.963805952	46628.3394943461	31339.1674745836	44659.2807040149	36041.8331664748	47618.9114428291	25925.3657447682	41022.0764710905	36598.2916951051	25226.3317388795	47879.6924384441	32566.1786520924	47540.6032250328	95110.0053359267	28147.558988303	32091.9966035147	43743.6246211948	38358.7366710636	34594.239780634	31380.4574695781	0	44467.4188254727	74763.5088662912	38667.2079286829	42837.4826524622	38282.9223806125	35214.8081068178	47255.4084417858	39613.8307412954	52831.1523629761	46832.4683419527	35132.4721447267	27461.5730976942	46802.9123239142	41083.2927234417	81363.1586776226	39668.4084253452	39395.1320850686	46223.6615165869	27593.6507008406	28549.0665171385	39714.3292276226
"COVID19_Participant27"	9398.49642230075	19917.3460330437	29762.5337127067	3717.87331683047	3067.84973556398	8213.76393622315	6835.2936293915	130473.974979687	53944.7565570557	16651.3702138893	3180.73136243852	3522.16737251369	4598.72177892945	6173.98185938378	69332.3511428828	6482.58135313395	21596.316491476	3299.35311841579	21399.2276262486	3643.25211864345	11309.6515861453	4087.22203947865	37267.0145302786	5155.73845341286	64854.3836452094	30913.8618745701	70319.06169027	26335.0934496159	4018.60572835903	127263.053530866	21586.5101394366	32805.6088649487	3350.28148071173	13132.6031692121	14044.1947081347	27372.9912139686	44467.4188254727	0	98987.5880148617	14475.1974079803	3058.72506119788	11091.5257291321	14449.4403005791	75420.2367803231	7791.44306274518	69185.7336522494	3513.00384286724	11271.9217527447	25603.9254021722	3715.17253973486	7642.75578570976	112905.860366059	7749.54927721606	8046.90530576817	3485.29267063758	24575.9168699766	24697.5565188138	6968.80283836471
"COVID19_Participant28"	94868.9257976499	90594.087069742	84844.7619597109	99758.9244679392	101059.731668949	95713.4842276677	97303.6703213193	124311.632424323	80783.658910698	87346.1814219717	101114.285691983	101546.397159131	97546.7203395378	98480.0685062719	82320.4307690381	97565.3651456294	91095.6856662268	101148.911027257	88707.399184059	99414.7537994236	94140.890817965	102029.120054032	84815.6032637863	97266.8478362489	81605.69035919	84944.4262856604	77774.4201264143	83871.4762240417	102018.661229208	117563.818519985	85629.7929986988	77779.5028140448	99627.0878476331	93813.2796942949	93624.162297988	85638.3106150512	74763.5088662912	98987.5880148617	0	87594.2342223505	98839.0677515728	96870.5732614399	93812.3597933663	87897.9545780219	97245.0305362696	72231.0129653461	101126.5237858	93594.2580343474	83441.4551826609	101064.485493174	96051.3292516038	75654.1159224004	95558.0708313013	96945.8271716736	100546.037604671	87362.4768364542	83221.1992283216	96925.8757814445
"COVID19_Participant29"	11028.21241181	17320.8404819166	25267.8941148644	15624.3854279136	16371.9707427054	13608.9067893053	14070.0391257452	126273.438485693	44284.1664480658	10591.6078099597	16337.7003889776	16669.2283264703	13873.6431408625	14466.2120128249	60551.2979299371	14454.8616389089	17068.6324584016	16139.8834878075	16638.1950643692	14167.6185719407	14427.7640332797	17242.6511882599	32651.2074508739	13677.8218660721	58597.0506083711	26305.6921976974	61832.9906684126	19511.3492357653	17272.9040407223	122186.525419131	17241.4833468585	24487.1490990683	15550.2738239556	12374.651591055	16651.6925566142	21107.4746949985	38667.2079286829	14475.1974079803	87594.2342223505	0	14511.0093721974	16933.8149570615	16011.6770826794	69919.7429200079	15019.6370462139	58745.2574851792	16106.1339867766	13895.7309271589	18019.7470570483	15955.8142067398	11498.4353718234	102048.786269117	11456.6751721431	14802.963520863	15230.4543267757	19737.324692065	17357.7761248381	14649.3047957915
"COVID19_Participant3"	8451.29895341539	18641.2851488303	28479.2306778115	2737.86760088942	3885.74433024099	6668.99475183479	5184.31229769195	129882.795773728	52985.9236118424	16140.9687751386	4077.04709317908	4572.67645914294	3681.41508118821	6312.90115557023	67984.3975335518	5278.77561561391	20356.5261034392	4258.18247612758	19835.606267518	3717.45437093719	9524.59363962579	5254.52062513794	35595.6698630606	3481.98334286653	63252.8144116924	29294.6292517929	69195.3213013712	25729.5053197686	5167.70422915244	125644.025265828	20329.6592937511	32206.5353926808	2530.11758620029	12033.2823036776	12414.1307387992	26063.9712054783	42837.4826524622	3058.72506119788	98839.0677515728	14511.0093721974	0	9443.57675883455	13232.0826780972	73743.6527099112	6033.67731984401	68397.8712972853	4681.87537211319	9593.9807692115	24379.2040682218	4817.47361175959	7107.61345319229	111683.263231337	6534.1583237629	6290.94031127303	4341.44929718176	22896.778310496	23560.5191156732	5460.64080488728
"COVID19_Participant30"	13150.645611528	15196.2402586956	23033.260602876	8608.32846724612	12124.472565848	7069.28758786909	6964.94149293445	129414.552690182	53095.309086585	18616.6372634802	12316.8394890897	12821.5624632882	9955.83070366306	14141.4605681309	65916.5942839889	11016.0407588207	21251.2973956886	12820.3486692055	18458.1430810361	12291.7257128525	6579.6170101306	13381.0499214374	29421.911783567	7225.34912651285	56842.0290893983	24099.4358232719	66596.804953391	25135.757000735	13204.1214399141	118842.045114513	16393.2035612323	32068.0724709172	8751.22659974018	14625.6846335479	5982.93757279817	22034.4641641225	38282.9223806125	11091.5257291321	96870.5732614399	16933.8149570615	9443.57675883455	0	8637.06813681587	66738.1954430894	5093.21745068871	68338.1014222666	13244.3226704879	7173.44457007929	23753.1321934603	13201.3690956658	12030.439767523	109542.65708846	10027.1813088225	5083.14922070954	12981.4492257221	18584.1673205985	20341.1762442588	5473.47896679982
"COVID19_Participant31"	12959.8471441603	9265.73612833864	17292.3830630714	12811.5435838153	16289.7795258254	9007.46007484907	9532.9940732175	128741.481892978	48480.9531981375	17044.8536221347	16330.4446050927	16847.8891852956	13154.0495285672	16892.7407190189	60986.0270061922	14298.1959701215	18473.4055604266	16668.1403881777	14776.0801297232	15144.6275292593	7644.11185161494	17550.6697592998	25184.9532260832	10522.4507601604	51714.0370209095	19757.0338107723	61630.5451541685	21148.8194942413	17438.3219662902	114630.851680514	12698.6772145763	28269.799468691	13059.9661178734	13492.9197359208	6889.70812153897	20676.9762537949	35214.8081068178	14449.4403005791	93812.3597933663	16011.6770826794	13232.0826780972	8637.06813681587	0	62496.1692346019	8588.36689947513	64442.9155299479	16885.3963234506	7308.969079152	19537.0929516139	16593.7866685094	12646.9753300938	104644.795341192	10307.3015382301	8536.31841018129	16556.8617799389	13521.0815765604	15682.1082447482	8966.76686437202
"COVID19_Participant32"	71438.5840355196	57929.0875381272	49514.660384577	73635.6854113547	77213.0544402953	68264.347327137	69498.9639275292	136121.809380422	61067.2018681059	69053.64607318	77276.2936093599	77764.4806772346	73581.8671548908	77294.6210547668	51828.7823607694	73858.2480905146	63125.6481154847	77523.0013286379	59407.8054046773	75891.33277259	65058.822975827	78521.2820195901	40238.4554624056	70867.843137773	25837.4886550531	47465.2126930871	55244.6508451271	61484.2595547836	78443.8565089708	70337.3353490165	56229.7048187166	63274.9270959675	73817.7645015074	68022.9150948414	62560.819088308	56519.9092709817	47255.4084417858	75420.2367803231	87897.9545780219	69919.7429200079	73743.6527099112	66738.1954430894	62496.1692346019	0	68472.2090705419	71155.9654913065	77837.7220889717	65583.7485204986	60532.926411995	77766.3858167525	71486.0783929291	78260.4344161211	70209.6025483694	68172.3603889435	77192.9940538648	52974.2478946139	56020.7252898425	69374.3282417927
"COVID19_Participant33"	10144.5523311776	14721.4808358399	23950.3613751442	5400.62746354532	9092.26093994228	4487.12658613505	3181.86454771412	130081.84104632	51617.0034291027	16577.2581267229	9154.80360248105	9678.10890618617	7094.11453248395	11207.7032883638	65395.4083250499	8619.93039415052	19179.3725392673	9550.15350661967	17403.726727342	8806.15563114802	5294.33111922554	10351.4974279087	30699.2192571733	3449.21991180615	58439.4732094669	24970.6737794558	66659.7491444425	24242.9295259463	10232.1417601595	120988.474951129	16328.1555296365	31275.0302317999	5535.18915665942	11940.443333478	7132.79818864939	23072.1351200967	39613.8307412954	7791.44306274518	97245.0305362696	15019.6370462139	6033.67731984401	5093.21745068871	8588.36689947513	68472.2090705419	0	67417.997582248	9942.6796689826	6103.47466612257	22784.1376619788	9939.53489857549	8350.00125748494	109376.554699808	6840.00372806916	1406.94989249795	9650.2566805241	18695.8004107874	20230.4387742827	2409.85020281344
"COVID19_Participant34"	62415.0893294242	58458.7247209516	58743.6285225896	69829.9753472676	70610.2835782438	64687.8351546873	66728.2330352003	114288.553748833	36237.2535521113	57476.8447376855	70837.5892094021	71113.9792305282	66986.0367614027	68027.0284739823	40214.9923535987	66550.9584303637	54462.7533365694	70465.5799096268	54700.2618275269	68132.7425471777	63968.7895774181	71741.272005729	58521.7566123916	67370.1110137129	62522.827327305	56616.7453409325	50518.7265674819	53513.6149218122	71812.8700234157	112083.246281503	58141.4127709329	52631.5965176813	69853.3479870507	60538.2415750573	65600.5875431006	54551.9503317709	52831.1523629761	69185.7336522494	72231.0129653461	58745.2574851792	68397.8712972853	68338.1014222666	64442.9155299479	71155.9654913065	67417.997582248	0	70423.327321279	63476.0516179133	49478.4068963422	70464.1099141967	63914.9153719224	65786.9540258553	63767.0137531937	67210.8526950819	69569.3351844043	56450.3520361034	54612.55453648	67675.2925815619
"COVID19_Participant35"	10263.6577787843	22068.9753500247	32293.226302121	5113.62259068852	2005.93968005023	10459.542054985	8804.70107385821	131612.549147108	54876.8968145977	18037.0293562992	1565.70623042766	1403.78666470372	6422.57004632881	5797.75353046333	70718.0338456889	7754.09330611903	22690.5925440479	1035.81996505184	23341.5399877557	3419.96666650422	13651.461570103	1734.31542690481	39646.670982568	7391.53062633173	67290.2588195349	33471.8341893599	72488.5910954269	28717.3795636022	1869.54860862188	129644.508522344	23999.3631998851	34805.1324807132	4913.21646174886	14422.6935071089	16550.3427456956	29277.19993442	46832.4683419527	3513.00384286724	101126.5237858	16106.1339867766	4681.87537211319	13244.3226704879	16885.3963234506	77837.7220889717	9942.6796689826	70423.327321279	0	13753.1673442884	27313.7794528696	1462.78877490908	8702.25579950394	114566.840730641	9318.51114717367	10212.1479131474	1683.71345543118	26694.7594857118	26999.5369219548	9335.98152311796
"COVID19_Participant36"	10238.1071981104	12441.1700012499	20471.7536864823	9952.06169595024	12929.2383379687	5856.31727282599	6967.04521300099	126617.844512533	48923.9852832943	14300.9452834419	13164.507282842	13719.2178712928	8663.74237844132	13127.0972419648	62488.8939652479	9696.1499060194	17803.3736128858	13445.3814003174	14326.887903519	11783.204572611	5067.89709840285	14397.6427237239	27766.974159962	7288.50855799731	54695.3355049587	21364.4459792432	62167.7590958529	20298.0507684851	14283.4113572354	117340.770416765	13274.1717632401	27407.5750295425	9970.22547387972	11586.6530974221	6330.69387982076	20732.0934784696	35132.4721447267	11271.9217527447	93594.2580343474	13895.7309271589	9593.9807692115	7173.44457007929	7308.969079152	65583.7485204986	6103.47466612257	63476.0516179133	13753.1673442884	0	18816.6845645029	13645.0249908162	10028.9251667365	105279.641825948	7470.19611523018	6112.74856345327	13289.9466138883	15481.7108873664	16153.6329040869	6360.21469763404
"COVID19_Participant37"	18620.9642338951	16106.0344902152	21195.9023162497	25734.0834303458	27375.7105843848	21136.7759130857	22544.2934464578	119730.720523181	35900.5919171258	16315.5184410426	27439.9093292963	27912.9767133497	23082.5781488984	24631.8114640398	50675.8534313927	22780.8674330018	16473.9921087756	27345.0438105336	14249.8391218989	24829.8572690219	20241.7214929956	28601.8730855166	25665.4759550646	23002.0090644274	47666.9656680599	20221.7214400753	51494.5863271082	17618.5364602171	28603.9323170784	110929.072780764	15435.3444406013	21067.9733007235	25766.2362404756	17720.2781016552	21210.7775670766	20169.7012372519	27461.5730976942	25603.9254021722	83441.4551826609	18019.7470570483	24379.2040682218	23753.1321934603	19537.0929516139	60532.926411995	22784.1376619788	49478.4068963422	27313.7794528696	18816.6845645029	0	27192.781487005	19961.2648897809	90240.904322818	19273.5840984494	22703.8574035339	26595.0793757041	15118.4390728673	13432.7210944023	23146.2630029126
"COVID19_Participant38"	10083.9434746532	21963.2171596057	31944.9969791828	5096.92995831805	2358.17747423725	10509.1706142778	8763.47978830327	131556.963943381	54764.3195611887	17692.6845051846	1889.28319740583	1892.24364181783	6397.29059837053	5386.23050008074	70784.5935073445	7819.77812984486	22724.7666434663	1705.898003985	23293.0144463957	3214.30443486612	13683.8554508589	2185.55507823528	39564.9969164665	7385.81099135362	67077.4038480918	33394.4306883648	72327.0652384016	28544.4125881056	2263.53771782138	129412.037063791	23997.762083161	34564.6518281322	4966.83390098763	14414.8899752998	16527.5480335106	29408.6068184129	46802.9123239142	3715.17253973486	101064.485493174	15955.8142067398	4817.47361175959	13201.3690956658	16593.7866685094	77766.3858167525	9939.53489857549	70464.1099141967	1462.78877490908	13645.0249908162	27192.781487005	0	8785.68033791351	114447.215772163	9049.49551080059	10240.7226307522	2179.6678646069	26503.3115478047	26825.170810267	9320.42166428108
"COVID19_Participant39"	6464.31860291555	15913.5668220547	26786.3770039922	8294.0581140959	9192.08224506287	8044.26193009651	7321.50305606711	129327.588692436	48005.8512475302	13518.4596755696	9020.72303088838	9364.34509188977	7473.34155515456	8889.33394580269	63727.5022027382	8668.7553316494	16474.4366216269	8803.01817560318	17074.9803806622	7127.9563691145	10317.3225693491	10047.65485076	33453.6600987097	6984.58581449179	60767.1610987382	27396.6362533797	65898.9855232992	23274.463194669	10099.6911833976	123865.38292033	17546.7219730638	29683.3267845772	8222.50922772361	9009.5635854352	13207.2104170411	23386.6325921455	41083.2927234417	7642.75578570976	96051.3292516038	11498.4353718234	7107.61345319229	12030.439767523	12646.9753300938	71486.0783929291	8350.00125748494	63914.9153719224	8702.25579950394	10028.9251667365	19961.2648897809	8785.68033791351	0	107177.539601355	5217.59293161128	8509.07509662478	8075.37522348033	20088.6307149094	20402.6770302331	8615.66428083174
"COVID19_Participant4"	105392.239467619	97950.2388358497	93778.1919424767	112977.757470221	114765.696011482	107574.819781397	109136.494015522	130693.855257238	69314.089815852	99110.9985067248	114725.521088379	115151.718259	110761.550571487	111823.760136207	59780.2053526082	110308.9120425	95194.9489678943	114550.634742894	95012.8355434149	112061.558426608	105704.603050198	115885.519108299	88507.4395799585	110059.667108346	76850.421059354	90786.6541018007	67205.5480745451	94021.2355587822	115939.669324179	100992.812006598	95849.094794891	90303.7615827824	113034.378580147	102791.198198095	105929.079161484	94004.9416201085	81363.1586776226	112905.860366059	75654.1159224004	102048.786269117	111683.263231337	109542.65708846	104644.795341192	78260.4344161211	109376.554699808	65786.9540258553	114566.840730641	105279.641825948	90240.904322818	114447.215772163	107177.539601355	0	106965.201187115	109108.842987175	113674.699814866	92956.183629708	93112.6189997897	109864.350341683
