feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
VNN3	Bloody_Swab	Yes	1.12906107386215	0.501446640732218	0.0282884537724311	0.556957917716225	CPLM	1.257	58	23	60
MALAT1	Bloody_Swab	Yes	-1.66902439054776	0.747049775404789	0.02948290942516	0.575755678367759	CPLM	1.656	58	53	9
LDLRAD1	Bloody_Swab	Yes	1.22441473597267	0.549603843407554	0.0299277703843939	0.579729874704146	CPLM	1.459	58	24	59
NR4A3	Bloody_Swab	Yes	1.96925314635533	0.886282945008864	0.0303462570785217	0.583133676020873	CPLM	1.163	58	6	90
TMPRSS4	Bloody_Swab	Yes	-2.08797588565383	0.949139701604495	0.0319601627402202	0.599752428921945	CPLM	1.434	58	38	34
SLC25A25	Bloody_Swab	Yes	1.28709100479476	0.584638077539792	0.031836444961508	0.599752428921945	CPLM	1.325	58	33	43
ITPR1	Bloody_Swab	Yes	1.55515561115327	0.706818121527846	0.0319333191532798	0.599752428921945	CPLM	1.01	58	9	84
S100A8	Bloody_Swab	Yes	-4.50805573728366	2.07597998667678	0.0341430635236386	0.600278802894802	CPLM	1.685	58	21	64
LBH	Bloody_Swab	Yes	1.12480625676148	0.518753498911896	0.0344012529504852	0.600278802894802	CPLM	1.278	58	23	60
SPAG6	Bloody_Swab	Yes	1.07911763287584	0.495481958143463	0.0336400745932326	0.600278802894802	CPLM	1.401	58	25	57
CETN2	Bloody_Swab	Yes	1.098771121143	0.503492083737545	0.0332983026088552	0.600278802894802	CPLM	1.499	58	30	48
KLHL6	Bloody_Swab	Yes	1.07051042482257	0.493168104406089	0.0342105989075124	0.600278802894802	CPLM	1.395	58	25	57
OTUD1	Bloody_Swab	Yes	1.02571563250888	0.474466116486015	0.0349200098845998	0.600278802894802	CPLM	1.137	58	22	62
CC2D2A	Bloody_Swab	Yes	1.07749012206985	0.497340139317627	0.0345437053621102	0.600278802894802	CPLM	1.337	58	24	59
CCDC65	Bloody_Swab	Yes	1.06352242226226	0.48954267030413	0.0340677826852806	0.600278802894802	CPLM	1.362	58	24	59
