feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
PLAT	sex	male	3.4026017568398	0.914100133779179	0.000459649930338726	0.220815826534724	CPLM	1.432	58	9	84
ZNF117	sex	male	2.25302556401678	0.586982858234485	0.000317343711066358	0.220815826534724	CPLM	1.241	58	19	67
ANXA11	sex	male	0.613168491817875	0.152978722314345	0.000182642585342026	0.220815826534724	CPLM	1.276	58	46	21
SLIRP	sex	male	-1.19546571191535	0.320608200155832	0.000450423995800776	0.220815826534724	CPLM	1.01	58	29	50
CASP1	sex	male	-1.5675938769503	0.395617313565394	0.000212206657267258	0.220815826534724	CPLM	1.01	58	18	69
ADAM28	sex	male	-1.60225935187919	0.451627129751836	0.000794312417718613	0.259405895581555	CPLM	1.408	58	24	59
ADH7	sex	male	-1.0115132713663	0.293385244408501	0.00107995793331205	0.259405895581555	CPLM	1.305	58	33	43
TNFAIP8	sex	male	-1.18644270145938	0.338726718006632	0.000912829524780149	0.259405895581555	CPLM	1.01	58	29	50
POLB	sex	male	1.33993328847279	0.383410411359451	0.000935193819713307	0.259405895581555	CPLM	1.372	58	26	55
CYFIP2	sex	male	-2.01210470144579	0.583202087715974	0.00107218884246292	0.259405895581555	CPLM	1.234	58	14	76
ERV31	sex	male	1.48853619268199	0.451046049955732	0.00168455857899088	0.367846336976008	CPLM	1.219	58	18	69
HOPX	sex	male	2.54079313388523	0.777101605201819	0.00184487998018736	0.36928347603417	CPLM	1.494	58	13	78
ADH6	sex	male	-2.10615187883124	0.653118446588683	0.00210574106861335	0.389076157446868	CPLM	1.191	58	10	83
KRT13	sex	male	2.62478032006273	0.855103796088111	0.00330293282331228	0.390682301473579	CPLM	1.677	58	14	76
HIST1H1C	sex	male	1.66696943827991	0.546239680470449	0.00347539373335034	0.390682301473579	CPLM	1.528	58	30	48
FMO2	sex	male	2.28455892949525	0.763879358919976	0.00413104111992743	0.390682301473579	CPLM	1.6	58	16	72
NCOA7	sex	male	-1.96992857303245	0.7037645923428	0.00701610018250508	0.390682301473579	CPLM	1.56	58	23	60
RNASE1	sex	male	-2.48383550019128	0.819760326238757	0.00369734208418034	0.390682301473579	CPLM	1.357	58	6	90
XDH	sex	male	1.17774831859838	0.415688596455083	0.00639425301773542	0.390682301473579	CPLM	1.237	58	21	64
PHLDA1	sex	male	1.69220096245344	0.598077139231777	0.00646168385277697	0.390682301473579	CPLM	1.541	58	19	67
TCN1	sex	male	1.88850941978598	0.676185135862808	0.00713573663987076	0.390682301473579	CPLM	1.362	58	14	76
ZFAND2A	sex	male	1.59828071031881	0.568076475478009	0.00674775069809867	0.390682301473579	CPLM	1.175	58	19	67
KLK8	sex	male	3.86669332489706	1.25087059826722	0.00310420947732066	0.390682301473579	CPLM	1.36	58	6	90
CES1	sex	male	-1.095553622203	0.37148474790765	0.00464268520498531	0.390682301473579	CPLM	1.414	58	25	57
NCF2	sex	male	-1.48387061823778	0.512064421144068	0.00535450082886651	0.390682301473579	CPLM	1.01	58	18	69
DUSP4	sex	male	1.28660995879352	0.449677473393652	0.00592339436984669	0.390682301473579	CPLM	1.465	58	27	53
PAQR4	sex	male	-1.74559751778882	0.607899065638346	0.00575739089802968	0.390682301473579	CPLM	1.31	58	9	84
CLDN4	sex	male	-0.534213469916682	0.169080929220269	0.00254826346103311	0.390682301473579	CPLM	1.224	58	44	24
TCF7	sex	male	-2.13086441225526	0.685075531403072	0.00293738472686664	0.390682301473579	CPLM	1.01	58	8	86
SLC20A1	sex	male	-0.826132812212942	0.292611047874215	0.00656983286900357	0.390682301473579	CPLM	1.091	58	33	43
PTPRZ1	sex	male	-1.78655599929429	0.639926973233436	0.00715654507278829	0.390682301473579	CPLM	1.247	58	8	86
ITPR1	sex	male	-3.06017224449565	0.96607201804543	0.00248870500439202	0.390682301473579	CPLM	1.01	58	9	84
RBM20	sex	male	-2.1007783955412	0.752091236011011	0.007128760717341	0.390682301473579	CPLM	1.17	58	9	84
SULF2	sex	male	3.13126121999731	1.05762583552857	0.00449530858224503	0.390682301473579	CPLM	1.171	58	13	78
VTCN1	sex	male	-1.33067569200094	0.473395292018422	0.006795179782414	0.390682301473579	CPLM	1.13	58	11	81
HEY1	sex	male	-1.6013329200958	0.557068509781199	0.0057093284373318	0.390682301473579	CPLM	1.01	58	12	79
CDYL	sex	male	1.05613767706955	0.349147390964015	0.00375068023726039	0.390682301473579	CPLM	1.385	58	34	41
CMPK2	sex	male	-1.47891224416265	0.501654782285631	0.0046563760038603	0.390682301473579	CPLM	1.01	58	15	74
RASSF9	sex	male	-1.03183607101891	0.368572942503893	0.0070082357444853	0.390682301473579	CPLM	1.192	58	22	62
RGL1	sex	male	-1.33432304756658	0.456208184364592	0.00496825219734735	0.390682301473579	CPLM	1.17	58	16	72
SH3PXD2A	sex	male	0.937563791924339	0.303767934259773	0.00314685228669266	0.390682301473579	CPLM	1.121	58	28	52
LINC02300	sex	male	-1.80650587052152	0.600560130348906	0.00393417453576074	0.390682301473579	CPLM	1.01	58	10	83
SLC16A1	sex	male	-2.61775846151857	0.904317759773462	0.00540041042930154	0.390682301473579	CPLM	1.094	58	6	90
WASHC4	sex	male	-0.71138201024029	0.244762819765034	0.00522860567132178	0.390682301473579	CPLM	1.01	58	29	50
HIST1H2BG	sex	male	1.44217499704478	0.530222158685801	0.00868014277686359	0.424806031659321	CPLM	1.458	58	22	62
LHFPL2	sex	male	2.76623317724715	1.02063253522483	0.00890558457490396	0.424806031659321	CPLM	1.301	58	9	84
GSTA3	sex	male	-1.61500288928247	0.588338986015236	0.00811758014402299	0.424806031659321	CPLM	1.193	58	14	76
ESF1	sex	male	-1.60557265547813	0.590585384352614	0.0087110156773094	0.424806031659321	CPLM	1.01	58	25	57
CFAP36	sex	male	-0.878748362023304	0.324710630108996	0.00900225255440476	0.424806031659321	CPLM	1.298	58	28	52
MYL12A	sex	male	0.44666813759646	0.165094780347022	0.00901961182956926	0.424806031659321	CPLM	1.206	58	46	21
LPAR3	sex	male	-1.15594722556865	0.427224440819083	0.00901509230208092	0.424806031659321	CPLM	1.23	58	17	71
NCCRP1	sex	male	1.41693583684367	0.525507592933019	0.00924269293797188	0.426941316096317	CPLM	1.469	58	17	71
JAG1	sex	male	-1.24209887314239	0.464239022038318	0.00976435281321866	0.442527838817947	CPLM	1.132	58	20	66
KLK5	sex	male	3.85357330086048	1.44644471824797	0.0100618815953159	0.447567399850905	CPLM	1.532	58	7	88
CPA4	sex	male	1.66939771019804	0.628695206804417	0.010298273975606	0.449753710716466	CPLM	1.469	58	16	72
CTSV	sex	male	1.97926755055127	0.751227870301858	0.0108702644810614	0.461856431852477	CPLM	1.515	58	10	83
CSNK1E	sex	male	1.07446175913505	0.408297516936685	0.0109599569590305	0.461856431852477	CPLM	1.255	58	31	47
TCTEX1D4	sex	male	-1.00025898605152	0.381400197987149	0.0112195260798422	0.463723078004468	CPLM	1.338	58	23	60
CCDC34	sex	male	-1.01051188658971	0.386163710922825	0.0113903670284195	0.463723078004468	CPLM	1.207	58	23	60
GPR155	sex	male	-3.14857879362852	1.21938854994605	0.0124628783569605	0.495416129127309	CPLM	1.153	58	13	78
MYB	sex	male	-0.920445763729451	0.356978884348669	0.0125813421635162	0.495416129127309	CPLM	1.24	58	25	57
COL4A5	sex	male	-1.2704498512345	0.494105074934144	0.0128176843061667	0.496581898442134	CPLM	1.01	58	15	74
IGFBP5	sex	male	-1.1786307776835	0.461425301120418	0.0133864784441216	0.510386051155238	CPLM	1.416	58	26	55
APOBEC3A	sex	male	2.64701379189667	1.04174018874252	0.013853021096218	0.519921198017431	CPLM	1.499	58	7	88
FOSL2	sex	male	0.860247954571493	0.341119208820201	0.0145454987301855	0.527728518363476	CPLM	1.348	58	36	38
HOOK3	sex	male	0.816583689313713	0.323629305431346	0.0144949454529212	0.527728518363476	CPLM	1.144	58	30	48
RPL3	sex	male	-0.598250381683988	0.238025295960335	0.0148614911915233	0.527728518363476	CPLM	1.394	58	43	26
BTN3A2	sex	male	-1.11466248699579	0.444874329295937	0.0151595619346711	0.527728518363476	CPLM	1.237	58	22	62
ELF3	sex	male	0.394177839228423	0.15718974443165	0.0150794367778334	0.527728518363476	CPLM	1.37	58	48	17
GBP5	sex	male	-2.445223136599	0.980829519317188	0.0156491234530189	0.5281384962225	CPLM	1.206	58	11	81
EHD3	sex	male	1.89097421715331	0.761008935747873	0.0159762257370788	0.5281384962225	CPLM	1.461	58	12	79
CST6	sex	male	0.971869929400896	0.391097560599933	0.0159699561237803	0.5281384962225	CPLM	1.29	58	19	67
CFH	sex	male	-0.6690409231127	0.269450973494512	0.016050836896021	0.5281384962225	CPLM	1.238	58	31	47
RRAD	sex	male	-0.847590918343129	0.342750854561827	0.0164632597037271	0.534388510923683	CPLM	1.515	58	30	48
HMOX1	sex	male	1.76711349038802	0.730833457823335	0.0188869890400131	0.540161877496387	CPLM	1.535	58	16	72
NPC1	sex	male	1.24037559559295	0.514971260122732	0.0193279957088158	0.540161877496387	CPLM	1.295	58	21	64
RPLP1	sex	male	-0.493046483629114	0.201282954356093	0.0174580606377784	0.540161877496387	CPLM	1.359	58	47	19
PPOX	sex	male	-0.858759149226096	0.356608930561262	0.0193521721539203	0.540161877496387	CPLM	1.296	58	23	60
KCNE3	sex	male	-0.961182686924966	0.39397546688237	0.0178915419623168	0.540161877496387	CPLM	1.227	58	25	57
B4GALT5	sex	male	-0.666537932349118	0.278080484327021	0.0198954817916887	0.540161877496387	CPLM	1.353	58	35	40
FAT1	sex	male	0.738613397785164	0.30363820538954	0.0182136552219719	0.540161877496387	CPLM	1.323	58	34	41
PPDPF	sex	male	0.469236222629152	0.195727380934192	0.0198722944692545	0.540161877496387	CPLM	1.316	58	46	21
LINC01559	sex	male	1.93073466357353	0.785720701349034	0.0171221700513352	0.540161877496387	CPLM	1.226	58	10	83
SLC4A8	sex	male	-1.50744972622043	0.627253869001719	0.0195868664763019	0.540161877496387	CPLM	1.37	58	17	71
KIF27	sex	male	-0.899716747336399	0.375741330853947	0.0200143243535298	0.540161877496387	CPLM	1.239	58	28	52
BMP2K	sex	male	1.31867380326696	0.545407914053706	0.0188948389459355	0.540161877496387	CPLM	1.01	58	22	62
GK5	sex	male	-0.725192787107013	0.300456686761524	0.019089862529647	0.540161877496387	CPLM	1.259	58	32	45
MPRIP	sex	male	0.82782205096386	0.345464076906416	0.0199280967470525	0.540161877496387	CPLM	1.265	58	39	33
VSIG10	sex	male	1.0912800459314	0.444088385834335	0.0171191594076551	0.540161877496387	CPLM	1.01	58	21	64
S100A9	sex	male	1.25728705244782	0.529832472186973	0.0211024817017717	0.559526314029131	CPLM	1.643	58	23	60
ADH1C	sex	male	-0.918571873966369	0.387394432284591	0.0211977079836182	0.559526314029131	CPLM	1.479	58	29	50
S100P	sex	male	0.892004679475603	0.379173280754087	0.0221874290674029	0.568767858079939	CPLM	1.672	58	40	31
JMY	sex	male	0.819592866082244	0.348038791146647	0.0220583335690087	0.568767858079939	CPLM	1.349	58	37	36
PIM3	sex	male	0.680687510152461	0.289507212500637	0.0222581926142857	0.568767858079939	CPLM	1.161	58	33	43
SLITRK6	sex	male	-3.12953365804789	1.3335066018389	0.0224954089830108	0.568778656602021	CPLM	1.01	58	8	86
KRT15	sex	male	1.26539243043509	0.557708107959832	0.0271464582287985	0.573931924008146	CPLM	1.51	58	23	60
FAM83A	sex	male	1.56417376865417	0.680531235565404	0.0252912043253266	0.573931924008146	CPLM	1.468	58	16	72
HLADRB1	sex	male	-0.771974723840892	0.338452754685251	0.0263802087944336	0.573931924008146	CPLM	1.384	58	31	47
NELL2	sex	male	-1.28050507044555	0.556878248841574	0.0252319715775129	0.573931924008146	CPLM	1.304	58	13	78
PTN	sex	male	-1.23320941742167	0.5378346271812	0.0256305227867982	0.573931924008146	CPLM	1.185	58	13	78
RPL13	sex	male	-0.471383271754438	0.205238401832405	0.0253948386131598	0.573931924008146	CPLM	1.354	58	46	21
IRAK3	sex	male	-0.917591799846501	0.395834184464183	0.0241198411243111	0.573931924008146	CPLM	1.01	58	20	66
ST3GAL6	sex	male	-1.14354756073366	0.490442992207461	0.0233414661620182	0.573931924008146	CPLM	1.146	58	11	81
AL590004.4	sex	male	-1.1089304712738	0.48763119571446	0.0268113034922774	0.573931924008146	CPLM	1.198	58	14	76
CCL28	sex	male	-1.09605376862464	0.478909249891923	0.0258945751748207	0.573931924008146	CPLM	1.256	58	23	60
BRWD1	sex	male	0.582784912650084	0.252912505923998	0.0249384332323835	0.573931924008146	CPLM	1.138	58	40	31
CDKL1	sex	male	-0.956854878573413	0.417393185112268	0.025658926259372	0.573931924008146	CPLM	1.293	58	20	66
JUP	sex	male	0.583596289799018	0.254139926171514	0.0254193629215958	0.573931924008146	CPLM	1.302	58	40	31
MYO10	sex	male	0.840211144563005	0.371743552344599	0.0277169455391111	0.573931924008146	CPLM	1.152	58	22	62
ZBTB37	sex	male	-1.22202615882834	0.529015477553923	0.0245976667134527	0.573931924008146	CPLM	1.164	58	14	76
LUZP1	sex	male	0.843394323882209	0.373012606116208	0.0276612908024534	0.573931924008146	CPLM	1.189	58	25	57
ICAM3	sex	male	-1.20988464700102	0.531327595390377	0.0266209517103161	0.573931924008146	CPLM	1.101	58	10	83
SRSF2	sex	male	-0.447199208234121	0.19430492668074	0.0251048501115891	0.573931924008146	CPLM	1.01	58	39	33
MYO6	sex	male	0.539342515332394	0.238086343086087	0.0273800531812515	0.573931924008146	CPLM	1.384	58	47	19
NSMAF	sex	male	-0.964873516070829	0.424705638755142	0.0269560099388164	0.573931924008146	CPLM	1.01	58	12	79
ANKRD22	sex	male	2.23528159016999	0.978459080464782	0.0261538225727718	0.573931924008146	CPLM	1.196	58	7	88
TRIM11	sex	male	0.879108332522986	0.389674047433779	0.0279940501565537	0.574715457060189	CPLM	1.277	58	22	62
RNASE7	sex	male	3.17736881960303	1.42141325653994	0.0293990519916067	0.574797576247164	CPLM	1.247	58	8	86
B3GALT5	sex	male	1.26545647198918	0.566688413709496	0.0295583627948055	0.574797576247164	CPLM	1.355	58	17	71
AL033397.1	sex	male	-1.27445319135019	0.567105125511945	0.0285794622970923	0.574797576247164	CPLM	1.307	58	16	72
ARRDC3	sex	male	0.800647853782857	0.356609074954571	0.0287239742798587	0.574797576247164	CPLM	1.257	58	30	48
ZNF318	sex	male	-1.09135244077758	0.489081575757602	0.029673147150145	0.574797576247164	CPLM	1.123	58	16	72
PTMS	sex	male	-1.33982880970038	0.59777113866104	0.0289834949382931	0.574797576247164	CPLM	1.01	58	10	83
FAXDC2	sex	male	-1.04837707576823	0.467535947110627	0.0289168907843512	0.574797576247164	CPLM	1.172	58	15	74
TMPRSS11D	sex	male	1.28092988638932	0.578021677799728	0.0307681405360015	0.589215902427094	CPLM	1.549	58	21	64
PTGES	sex	male	0.845770037042032	0.383724905739192	0.0316439847681495	0.589215902427094	CPLM	1.346	58	23	60
GALNT1	sex	male	1.03593547399679	0.468798488467594	0.0312264245048988	0.589215902427094	CPLM	1.545	58	35	40
ST3GAL1	sex	male	1.11072746160309	0.502541285437017	0.0311931376808296	0.589215902427094	CPLM	1.36	58	13	78
VSIR	sex	male	0.680004770597874	0.308337927637544	0.0315489461778522	0.589215902427094	CPLM	1.168	58	25	57
CEACAM6	sex	male	1.08915112025659	0.498867654895459	0.03322498714931	0.591158660241797	CPLM	1.593	58	26	55
CFD	sex	male	1.14703712059714	0.524850750557961	0.0330544601782772	0.591158660241797	CPLM	1.01	58	15	74
ID2	sex	male	-1.08002129540066	0.491965699828825	0.0323017398349683	0.591158660241797	CPLM	1.437	58	24	59
FAM216B	sex	male	-0.738301887637098	0.338061211754384	0.033172139784173	0.591158660241797	CPLM	1.432	58	26	55
DZANK1	sex	male	-1.02701314825048	0.468274151444331	0.0324630226838867	0.591158660241797	CPLM	1.214	58	18	69
UGDH	sex	male	-0.664122156358602	0.303690190277331	0.0329476926557871	0.591158660241797	CPLM	1.265	58	37	36
KRT23	sex	male	0.843300102602792	0.392374212796857	0.0359529178342263	0.593209659265768	CPLM	1.521	58	35	40
MSLN	sex	male	-1.46835404827587	0.683599900386718	0.0360568735440475	0.593209659265768	CPLM	1.547	58	14	76
C9orf24	sex	male	-0.725190363409667	0.3349382844519	0.034652761059133	0.593209659265768	CPLM	1.593	58	34	41
HIST3H2A	sex	male	1.19707577960613	0.551761737173685	0.034300361669989	0.593209659265768	CPLM	1.555	58	27	53
ABHD5	sex	male	0.887990867540504	0.412813327940639	0.0357999262506249	0.593209659265768	CPLM	1.412	58	29	50
STAT1	sex	male	-0.680837261188289	0.31388684742899	0.0343401024853853	0.593209659265768	CPLM	1.41	58	42	28
NME5	sex	male	-0.831235909096404	0.386599512730894	0.0358785192648995	0.593209659265768	CPLM	1.395	58	25	57
ZNF440	sex	male	-0.756839911419645	0.34933283923284	0.0345417761345477	0.593209659265768	CPLM	1.305	58	34	41
IFT22	sex	male	-0.700407550724077	0.325296265599714	0.0356294698061208	0.593209659265768	CPLM	1.38	58	28	52
ZYX	sex	male	1.47783538443293	0.687002131407507	0.0357945266508693	0.593209659265768	CPLM	1.115	58	14	76
JADE1	sex	male	-0.951903489921862	0.441198315226055	0.0352685409258206	0.593209659265768	CPLM	1.151	58	22	62
RPTN	sex	male	1.9339582131205	1.04643027724995	0.0698640201624537	0.59424848889692	CPLM	1.696	58	8	86
TMPRSS11B	sex	male	1.68318305036705	0.886174882196454	0.0626696180885272	0.59424848889692	CPLM	1.633	58	11	81
KRT17	sex	male	1.55990553803456	0.832831747744219	0.0662895411953855	0.59424848889692	CPLM	1.591	58	10	83
SCEL	sex	male	1.09621230936626	0.55090304723813	0.0514991227911904	0.59424848889692	CPLM	1.554	58	23	60
C15orf48	sex	male	1.01309629134405	0.508264009937478	0.0511147571358099	0.59424848889692	CPLM	1.629	58	23	60
LYZ	sex	male	-1.08591067096856	0.533629860393336	0.0465999875408912	0.59424848889692	CPLM	1.277	58	14	76
ECM1	sex	male	1.36985207386727	0.743624869489962	0.0707534757937839	0.59424848889692	CPLM	1.484	58	13	78
UCA1	sex	male	1.14138861196343	0.58137989131801	0.0545916480367067	0.59424848889692	CPLM	1.457	58	15	74
HLADPB1	sex	male	-1.03055687586269	0.543771774883299	0.0632319414943836	0.59424848889692	CPLM	1.211	58	14	76
CEACAM1	sex	male	1.00973219984302	0.555889575513121	0.074658683062438	0.59424848889692	CPLM	1.525	58	18	69
ALDH1A3	sex	male	1.22385435928634	0.598002075624467	0.0454049849171374	0.59424848889692	CPLM	1.618	58	24	59
GPRC5A	sex	male	0.820964885553634	0.397771279682238	0.0436712468990477	0.59424848889692	CPLM	1.427	58	25	57
SOD2	sex	male	0.750880636007243	0.395486078614098	0.0627706243039807	0.59424848889692	CPLM	1.544	58	45	22
EPAS1	sex	male	-0.981292138589921	0.492244950031005	0.0510859807315202	0.59424848889692	CPLM	1.592	58	28	52
DUOX2	sex	male	1.05276105476429	0.510064544672314	0.0436649331019795	0.59424848889692	CPLM	1.581	58	24	59
LY6D	sex	male	1.55890366775027	0.805388071704596	0.0579724549874111	0.59424848889692	CPLM	1.523	58	12	79
KRT7	sex	male	0.645636720000736	0.344681471873533	0.066271804939456	0.59424848889692	CPLM	1.601	58	31	47
NR4A1	sex	male	0.986456515174233	0.531481966894101	0.0687110726860992	0.59424848889692	CPLM	1.335	58	16	72
ICAM1	sex	male	-1.75149921307812	0.974401503188815	0.077646506303138	0.59424848889692	CPLM	1.369	58	12	79
MAFB	sex	male	-1.42717129559994	0.669587592231941	0.0374572871120718	0.59424848889692	CPLM	1.121	58	11	81
DKK1	sex	male	1.8982387397909	1.06613319418844	0.0804207383979653	0.59424848889692	CPLM	1.651	58	9	84
AGR2	sex	male	-0.842030896044462	0.394351007393964	0.0371305279495758	0.59424848889692	CPLM	1.572	58	41	29
GPNMB	sex	male	-1.23987814106164	0.610958856769901	0.0471806481224453	0.59424848889692	CPLM	1.232	58	15	74
TIMP3	sex	male	2.21461236607066	1.21731926744409	0.0742203727901582	0.59424848889692	CPLM	1.301	58	8	86
STK17B	sex	male	-0.72122393039985	0.411088747898116	0.0848283273675552	0.59424848889692	CPLM	1.184	58	21	64
S100A4	sex	male	0.700978399186785	0.399653794435996	0.0849078511483285	0.59424848889692	CPLM	1.602	58	40	31
CD68	sex	male	1.02658280008462	0.485946899637698	0.039111987045231	0.59424848889692	CPLM	1.291	58	13	78
GSTA2	sex	male	-0.843609916450833	0.444091897459171	0.0626362578682694	0.59424848889692	CPLM	1.502	58	20	66
IFIT3	sex	male	-1.08625416252076	0.543786366695149	0.0506294392235969	0.59424848889692	CPLM	1.28	58	23	60
CDKN2B	sex	male	0.992593945252664	0.497893295706807	0.0510765293194754	0.59424848889692	CPLM	1.524	58	21	64
HSD11B2	sex	male	1.90240615090275	1.0180179492583	0.066893347906753	0.59424848889692	CPLM	1.528	58	7	88
NAMPT	sex	male	0.58081290513497	0.316900559051331	0.0721515724182777	0.59424848889692	CPLM	1.398	58	35	40
IER5	sex	male	0.638811841800523	0.33963084724927	0.0651886678242952	0.59424848889692	CPLM	1.33	58	31	47
UGT2A1	sex	male	-1.25537305837211	0.63819221397991	0.0541361615924534	0.59424848889692	CPLM	1.379	58	12	79
CTGF	sex	male	-0.772135016085099	0.440293881654431	0.0849568367249246	0.59424848889692	CPLM	1.485	58	30	48
FMO3	sex	male	-0.782950665777146	0.445369517987428	0.084215442759423	0.59424848889692	CPLM	1.57	58	28	52
ERO1A	sex	male	1.03908527419403	0.541639185073202	0.0601626383341263	0.59424848889692	CPLM	1.525	58	35	40
ABCA1	sex	male	0.926948727085018	0.484755135174264	0.0609710804302536	0.59424848889692	CPLM	1.43	58	18	69
CCDC80	sex	male	-0.74095637072436	0.392014326521425	0.0639206148403016	0.59424848889692	CPLM	1.57	58	41	29
NDRG2	sex	male	0.72005747391588	0.352947476072477	0.0460644842180868	0.59424848889692	CPLM	1.512	58	39	33
SERPINE1	sex	male	3.34091661645575	1.83892019534399	0.074603400888334	0.59424848889692	CPLM	1.73	58	6	90
TACSTD2	sex	male	0.395999437001687	0.221968949260286	0.0798368881005173	0.59424848889692	CPLM	1.526	58	49	16
CP	sex	male	-0.735906003794847	0.355713749806053	0.0431915232680106	0.59424848889692	CPLM	1.481	58	34	41
CD36	sex	male	-1.1123055234337	0.621971233944091	0.0791287546371586	0.59424848889692	CPLM	1.334	58	14	76
KYNU	sex	male	0.905725587829757	0.513971501593169	0.0834912179502415	0.59424848889692	CPLM	1.323	58	18	69
NINJ1	sex	male	-0.989190732164473	0.536111573534093	0.0703100734013254	0.59424848889692	CPLM	1.136	58	10	83
IFI44L	sex	male	-1.11526152171352	0.54716920194774	0.0462591772750568	0.59424848889692	CPLM	1.381	58	14	76
MAP1B	sex	male	-0.950979354347957	0.537887633633524	0.0825101040015984	0.59424848889692	CPLM	1.411	58	17	71
KLF10	sex	male	-0.46611487329006	0.256031988686596	0.0740226407679149	0.59424848889692	CPLM	1.01	58	32	45
VNN1	sex	male	2.64856589972226	1.45411067506188	0.0738839347967043	0.59424848889692	CPLM	1.486	58	8	86
SOX4	sex	male	0.763311896448135	0.374191809279043	0.0460883452570969	0.59424848889692	CPLM	1.448	58	35	40
IER3AS1	sex	male	2.92579874688818	1.46191359964512	0.050209460414187	0.59424848889692	CPLM	1.566	58	6	90
TENT5C	sex	male	-0.921019362419213	0.522195710258984	0.0832298698067371	0.59424848889692	CPLM	1.01	58	23	60
SPECC1	sex	male	0.710878631091631	0.375358632467987	0.0634126052003506	0.59424848889692	CPLM	1.357	58	24	59
CHP2	sex	male	-1.25975596038704	0.659182634380812	0.0611168478412876	0.59424848889692	CPLM	1.173	58	7	88
SLC38A1	sex	male	-0.835523855874251	0.461406317568419	0.0755340333865625	0.59424848889692	CPLM	1.323	58	17	71
ALDH1A1	sex	male	-0.484973091372506	0.23103077631953	0.0403221948825709	0.59424848889692	CPLM	1.563	58	46	21
AC007906.2	sex	male	-0.619099370618061	0.335768042803973	0.0705009542672198	0.59424848889692	CPLM	1.457	58	26	55
TSPAN1	sex	male	-0.461681642436305	0.217819431556052	0.0384893226338701	0.59424848889692	CPLM	1.6	58	49	16
CNNM1	sex	male	1.63318794599951	0.815711927173793	0.0501192529809357	0.59424848889692	CPLM	1.432	58	7	88
ANXA9	sex	male	1.04079542890926	0.583387231255866	0.0798327598132625	0.59424848889692	CPLM	1.183	58	10	83
TTC9	sex	male	0.373286464277328	0.208126076536525	0.0782835506331361	0.59424848889692	CPLM	1.225	58	44	24
SQSTM1	sex	male	0.667878161956375	0.340212437720397	0.0546059092079983	0.59424848889692	CPLM	1.601	58	48	17
FHL2	sex	male	0.792479452119246	0.442544977263607	0.0787418009854475	0.59424848889692	CPLM	1.375	58	19	67
ABCA13	sex	male	-0.443496189103498	0.251582608965278	0.083386255663717	0.59424848889692	CPLM	1.55	58	48	17
TCIM	sex	male	-1.64107503719661	0.933796170548785	0.0843111527753839	0.59424848889692	CPLM	1.388	58	10	83
GPCPD1	sex	male	0.821996141378449	0.401077082081379	0.0451109783558031	0.59424848889692	CPLM	1.348	58	28	52
EHD1	sex	male	0.836926244352167	0.447391107239929	0.066618141611341	0.59424848889692	CPLM	1.42	58	26	55
MYO9B	sex	male	0.902414799458893	0.423509120447838	0.0375101879708167	0.59424848889692	CPLM	1.182	58	27	53
PTPRH	sex	male	0.995578390101242	0.475207443864389	0.0407026860939175	0.59424848889692	CPLM	1.359	58	17	71
NEDD9	sex	male	-1.14230660170829	0.540425501843243	0.0390070762305559	0.59424848889692	CPLM	1.158	58	16	72
ARHGDIB	sex	male	0.786055633932637	0.371072521755736	0.0385975305067699	0.59424848889692	CPLM	1.221	58	26	55
FAM129A	sex	male	-0.759900557832076	0.41154533447374	0.070112994841653	0.59424848889692	CPLM	1.292	58	25	57
RIOK3	sex	male	0.611035657812837	0.336262837589935	0.074548240322726	0.59424848889692	CPLM	1.463	58	45	22
TUFT1	sex	male	0.842733270260854	0.413745893527582	0.0464041475566812	0.59424848889692	CPLM	1.319	58	22	62
RALA	sex	male	0.783812790593902	0.414355751104944	0.0637141960987077	0.59424848889692	CPLM	1.434	58	30	48
SYT5	sex	male	-1.28597449997216	0.693184062688167	0.0688384834958788	0.59424848889692	CPLM	1.353	58	11	81
PNRC1	sex	male	0.452496762461516	0.255366475579987	0.0818431005165885	0.59424848889692	CPLM	1.138	58	36	38
NMU	sex	male	-1.41299939883216	0.724787673316346	0.056245826172824	0.59424848889692	CPLM	1.491	58	9	84
KIAA1324	sex	male	-1.31915237750424	0.690787847671105	0.06130780078985	0.59424848889692	CPLM	1.29	58	11	81
OSBPL6	sex	male	-0.828530721775222	0.423182502482667	0.0552364385371408	0.59424848889692	CPLM	1.363	58	19	67
ACTG1	sex	male	0.309024805651728	0.165755897725047	0.0675189316164754	0.59424848889692	CPLM	1.495	58	52	10
MX1	sex	male	-0.514151014397244	0.292673081009011	0.0844284275434045	0.59424848889692	CPLM	1.43	58	44	24
GSTO1	sex	male	-0.642791093548051	0.367223822303926	0.085525130229755	0.59424848889692	CPLM	1.114	58	20	66
LAD1	sex	male	0.978711073962659	0.512366957259433	0.0612366038493182	0.59424848889692	CPLM	1.291	58	15	74
RIMS1	sex	male	-1.27999115215096	0.691022677188831	0.0692540509075311	0.59424848889692	CPLM	1.19	58	14	76
BCL2L11	sex	male	0.80754133272717	0.392231823026979	0.0441726399756409	0.59424848889692	CPLM	1.324	58	22	62
TSIX	sex	male	-2.65143827367196	1.50487657993718	0.0835445032371935	0.59424848889692	CPLM	1.407	58	7	88
ACSL4	sex	male	-0.771579835450068	0.432678764218068	0.0799632373571322	0.59424848889692	CPLM	1.01	58	17	71
